record_id,source_record_id,source_corpus,context_status,selected_section_count,full_text_context_chars,abstract_chars,selected_original_chars_total,abstract_headings,introduction_headings,discussion_conclusion_headings,data_representation_headings,document_opening_headings,docling_markdown,title,doi
full_2026-07-06__rec_000031,rec_000031,uncertain,ok,8,9292,828,23158,Abstract,Background,Discussion | Conclusions,Data collection and preprocessing | Pre-training dataset | Fine-tuning dataset | Hi-C dataset,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000031.md,CLAMP: predicting specific protein-mediated chromatin loops in diverse species with a chromatin accessibility language model.,10.1186/s13059-026-03948-9
full_2026-07-06__rec_000106,rec_000106,uncertain,ok,2,2910,0,19114,,Introduction,Discussion,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000106.md,CELLama: Foundation Model for Single Cell and Spatial Transcriptomics by Cell Embedding Leveraging Language Model Abilities.,10.1002/advs.202513210
full_2026-07-06__rec_000129,rec_000129,uncertain,ok,7,10376,1427,22348,Abstract,Introduction,Conclusion,Data collection and preprocessing | Data preparation and preprocessing steps | Data preprocessing and model training | Model architecture design,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000129.md,Genos: a human-centric genomic foundation model.,10.1093/gigascience/giaf132
full_2026-07-06__rec_000149,rec_000149,uncertain,ok,7,10768,1541,23529,Abstract,Introduction,Discussion,Training Data | Datasets | Datasets | Datasets,,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_000149_2025_09_21_677619v1_full.md,Predicting functional constraints across evolutionary timescales with phylogeny-informed genomic language models.,10.1101/2025.09.21.677619
full_2026-07-06__rec_000324,rec_000324,uncertain,ok,7,10283,843,56490,Abstract,Background,Discussion | Conclusions,Model architecture | Methods | Baseline methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000324.md,EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics.,10.1186/s13059-024-03449-7
full_2026-07-06__rec_000405,rec_000405,uncertain,ok,6,9108,1381,33789,Abstract,Introduction,Discussion,Input representation | Model architecture | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000405.md,Multimodal Learning for Mapping the Genotype-Phenotype Dynamics.,10.21203/rs.3.rs-4355413/v1
full_2026-07-06__rec_000483,rec_000483,uncertain,ok,5,7713,1596,60514,Abstract,Introduction,Discussion,Methods | Baseline methods,,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_000483.md,EpiGePT: a Pretrained Transformer model for epigenomics.,10.1101/2023.07.15.549134
full_2026-07-06__rec_000696,rec_000696,uncertain,ok,6,8689,1312,16433,Abstract,Introduction,,UniProt annotated enzyme read dataset | Ortholog dataset | Synthetic metagenome read dataset | Materials and methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000696.md,Deciphering enzymatic potential in metagenomic reads through DNA language models,10.1093/nar/gkaf836
full_2026-07-06__rec_000711,rec_000711,uncertain,ok,3,3223,0,7691,,,,Data curation | nature methods | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000711.md,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks,10.1038/s41592-025-02656-9
full_2026-07-06__rec_000720,rec_000720,uncertain,ok,8,11769,1415,56123,Abstract,Background,Discussion | Conclusions,Pretraining dataset | Model architecture | Methods | Comparing the performance of LAMAR with baseline methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000720.md,A foundation language model to decipher diverse regulation of RNAs,10.1186/s13059-025-03752-x
full_2026-07-06__rec_000827,rec_000827,uncertain,ok,5,7328,0,20526,,,Discussion,"Multimodal training data of paired transcriptomes and text | Multimodal training dataset of chat conversations | Integration of CellWhisperer into CELLxGENE Explorer, web hosting and user-provided dataset processing | Conventional bioinformatics analysis of the Colonic Epithelium dataset",,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000827.md,Multimodal learning enables chat-based exploration of single-cell data,10.1038/s41587-025-02857-9
full_2026-07-06__rec_000882,rec_000882,uncertain,ok,4,5565,1402,21642,Abstract,Introduction,Discussion,Materials and methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000882.md,Transformer model generated bacteriophage genomes are compositionally distinct from natural sequences,10.1093/nargab/lqae129
full_2026-07-06__rec_000981,rec_000981,uncertain,ok,2,3104,0,24283,,,Discussion,Materials and Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000981.md,DNA language models are powerful predictors of genome-wide variant effects,10.1073/pnas.2311219120
full_2026-07-06__rec_001187,rec_001187,uncertain,ok,6,9410,0,54776,,Introduction,Discussion,Data collection and training | Data collection and processing | Model architecture and training | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001187.md,Precious3GPT: Multimodal Multi-Species Multi-Omics Multi-Tissue Transformer for Aging Research and Drug Discovery,10.1101/2024.07.25.605062
full_2026-07-06__rec_001200,rec_001200,uncertain,ok,5,7096,1301,14228,Abstract,Introduction,Discussion,Data collection and preprocessing | Fine-tuning Shusi for AML datasets,,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_001200_2025_04_27_649905v1_full.md,Systematic discovery of single-cell protein networks in cancer with Shusi,10.1101/2025.04.27.649905
full_2026-07-06__rec_001277,rec_001277,uncertain,ok,7,10945,1537,36899,Abstract,Introduction,Discussion,Results under Noisy Mulit-modal Training Data | Training Data Curation | LLM-enriched Textual Corpus Curation | Comparison Methods and Datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001277.md,WITHDRAWN: OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,10.64898/2026.01.09.698573
full_2026-07-06__rec_001313,rec_001313,uncertain,ok,5,7867,0,18113,,INTRODUCTION,DISCUSSION AND CONCLUSION,1) A pre-training dataset comprising genomic sequences from 42 plant species | Model Architecture | MATERIALS AND METHODS,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001313.md,PlantBiMoE: A Bidirectional Foundation Model with Sparsemoe for Plant Genomes,10.1109/BIBM66473.2025.11356776
full_2026-07-06__rec_001343,rec_001343,uncertain,ok,4,5714,1031,24674,ABSTRACT,INTRODUCTION,CONCLUSION,DATASETS,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001343.md,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243
full_2026-07-06__rec_001402,rec_001402,uncertain,ok,2,3074,0,23847,,,Discussion,Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001402.md,Decoding the ERS-CAF immunoregulatory axis via multimodal AI and its pan-cancer prognostic and therapeutic predictive value.,10.1038/s41746-026-02388-w
full_2026-07-06__rec_001425,rec_001425,uncertain,ok,5,6989,1543,37506,ABSTRACT,INTRODUCTION,DISCUSSION,GEUVADIS DATASET | METHODS,,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001425.md,Zygosity-Aware DNA Language Modeling Improves Ancestry and Gene Expression Prediction,10.1101/2025.11.19.689326
full_2026-07-06__rec_001609,rec_001609,uncertain,ok,6,9228,1463,45501,Abstract,Introduction,Discussion and Conclusion,Materials and Methods | Comparison of Different Data Augmentation Methods | Enhances Representation Space Isotropy and Separability,,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_001609_2025_10_27_684901v1_full.md,DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification †,10.1101/2025.10.27.684901
full_2026-07-06__rec_001668,rec_001668,uncertain,ok,3,4792,1541,9772,Abstract,Introduction,Conclusions,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001668.md,Decoding Alzheimer's Disease One Cell Class at a Time.,10.1007/s10571-026-01685-y
full_2026-07-06__rec_001719,rec_001719,uncertain,ok,7,9956,1205,31543,ABSTRACT,INTRODUCTION,CONCLUSION,REPRESENTATION LEARNING FOR SINGLE DATASET OF SCRNA-SEQ | METHODS | SCFORMER: A UNIVERSAL REPRESENTATION LEARNING APPROACH FOR SINGLE-CELL DATA USING TRANSFORMERS | CELL REPRESENTATION,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001719.md,scFormer: A Universal Representation Learning Approach for Single-Cell Data Using Transformers,10.1101/2022.11.20.517285
full_2026-07-06__rec_001774,rec_001774,uncertain,ok,6,8707,1508,17291,Abstract,Introduction,Discussion | Conclusion,A Simplified SSM Architecture | Architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001774.md,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,
full_2026-07-06__rec_001784,rec_001784,uncertain,ok,4,4770,1068,10863,ABSTRACT,INTRODUCTION,DISCUSSION | Conclusion,,,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001784.md,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction,10.1101/2023.01.31.526427
full_2026-07-06__rec_001795,rec_001795,uncertain,ok,5,6542,1029,15104,Abstract,,Discussion,Comparison of GeneLLM with existing methods on public datasets | Data quality control and preprocessing | GeneLLM's architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001795.md,The Language of Cancer: Decoding Cancer Signatures with Language Models and cfRNA Sequencing,10.1101/2024.06.29.601341
full_2026-07-06__rec_001830,rec_001830,uncertain,ok,5,7498,1423,154582,Abstract,Introduction,Conclusion,Problem Formulation and Method Overview | Representation Consistency under Formatting Perturbations,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001830.md,Rethinking Genomic Modeling Through Optical Character Recognition,
full_2026-07-06__rec_001833,rec_001833,uncertain,fallback_document_opening,1,1375,0,1334,,,,,Docling opening text,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001833.md,Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology,10.1182/blood-2024-209541
full_2026-07-06__rec_001858,rec_001858,uncertain,ok,8,10743,1551,35435,Abstract,Introduction,Discussion | Conclusion,Training Data Preparation | FNDC5 Case Study: Potential Chromatin Architecture Signal | Model Architecture | Advanced Attention Interpretation Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001858.md,Central Dogma Transformer: Towards Mechanism-Oriented AI for Cellular Understanding,10.48550/arXiv.2601.01089
full_2026-07-06__rec_001881,rec_001881,uncertain,ok,4,6214,1387,20199,Abstract,Introduction,Discussion | Conclusion,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001881.md,"End-to-end multitask learning, from protein language to protein features without alignments",10.1101/864405
full_2026-07-06__rec_001897,rec_001897,uncertain,ok,3,4714,1497,10040,Abstract,Introduction,,Tasks and datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001897.md,CodonMoE: DNA Language Models for mRNA Analyses,10.48550/arXiv.2508.04739
full_2026-07-06__rec_001935,rec_001935,uncertain,ok,7,11193,1575,45841,ABSTRACT,Introduction,Conclusion,Datasets and Data Preparation | Pretraining Datasets | The human reference genome dataset | Downstream Datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001935.md,dnaGrinder: a lightweight and high-capacity genomic foundation model,10.48550/arXiv.2409.15697
full_2026-07-06__rec_001961,rec_001961,uncertain,ok,6,8423,1381,25085,Abstract,Introduction,,Downstream Task Datasets | Pre-training Data | Downstream Tasks Dataset | Model Architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001961.md,LangCell: Language-Cell Pre-training for Cell Identity Understanding,10.48550/arXiv.2405.06708
full_2026-07-06__rec_002073,rec_002073,uncertain,ok,5,5987,1230,16450,Abstract,Introduction,Conclusion,Datasets for Pre-training | Model Architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002073.md,CellPLM: Pre-training of Cell Language Model Beyond Single Cells,10.1101/2023.10.03.560734
full_2026-07-06__rec_002228,rec_002228,uncertain,ok,8,10888,1356,21655,Abstract,Introduction,Discussion | Conclusion,Preprocessing of single-cell RNA seq data | Developing Mouse Brain dataset (LaManno et al.) | Generation of training data for fine-tuning using label-aware random-positive and label-aware hard-negative-mining | Siamese Sentence BERT architecture,,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_002228_2025_08_23_671699v2_full.md,Adding layers of information to scRNA-seq data using pre-trained language models,10.1101/2025.08.23.671699
full_2026-07-06__rec_002243,rec_002243,uncertain,ok,5,5232,0,8548,,Introduction,Discussion | Conclusion,Training Data | Materials and methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002243.md,"Human Genome Book:Words,Sentences and Paragraphs",10.1101/2025.01.23.634629
full_2026-07-06__rec_002248,rec_002248,uncertain,ok,7,9781,1368,20852,Abstract,Introduction,Discussion | Conclusion,Dataset preparation and LLM training | LLMTB model architecture | Evaluation of LLMTB against competing methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002248.md,Leveraging large language models to predict antibiotic resistance in Mycobacterium tuberculosis,10.1093/bioinformatics/btaf232
full_2026-07-06__rec_002254,rec_002254,uncertain,ok,5,7643,1459,34562,Abstract,Introduction,Discussion,Dataset | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002254.md,Ctrl-DNA: Controllable Cell-Type-Specific Regulatory DNA Design via Constrained RL,10.48550/arXiv.2505.20578
full_2026-07-06__rec_002287,rec_002287,uncertain,ok,7,10945,1537,36899,Abstract,Introduction,Discussion,Results under Noisy Mulit-modal Training Data | Training Data Curation | LLM-enriched Textual Corpus Curation | Comparison Methods and Datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002287.md,Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,
full_2026-07-06__rec_002329,rec_002329,uncertain,ok,6,7346,870,16093,Abstract,Introduction,Discussion | Conclusion,Data and Preprocessing | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002329.md,Biologically-Informed Hybrid Membership Inference Attacks on Generative Genomic Models,10.48550/arXiv.2511.07503
full_2026-07-06__rec_002405,rec_002405,uncertain,ok,2,3052,0,34689,,,Discussion,Materials and Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002405.md,Coalescence and Translation,10.1101/2025.06.24.661337
full_2026-07-06__rec_002550,rec_002550,uncertain,fallback_document_opening,1,1633,0,1592,,,,,Docling opening text,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_002550.md,Deciphering single-cell epigenomic language with a foundation model,10.1038/s41592-025-02851-8
full_2026-07-06__rec_002555,rec_002555,uncertain,fallback_document_opening,1,1399,0,1358,,,,,Docling opening text,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_002555.md,Let the data speak - single-cell analysis with CellWhisperer.,10.1038/s41576-025-00927-x
full_2026-07-06__rec_002704,rec_002704,uncertain,ok,4,6078,0,34264,,,Discussion,Data curation | Validation datasets | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002704.md,ImmunoMatch learns and predicts cognate pairing of heavy and light immunoglobulin chains,10.1101/2025.02.11.637677
full_2026-07-06__rec_002990,rec_002990,uncertain,ok,8,11342,1560,22590,Abstract,Background,Discussion | Conclusion,Pan-genomic phenotype classification datasets construction | Phenotype dataset construction | Display of phenotype-related regions and datasets | Fine-tuning of pre-trained models for phenotypic datasets Model selection and Hyperparameters,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002990.md,Enhancing recognition and interpretation of functional phenotypic sequences through fine-tuning pre-trained genomic models,10.1186/s12967-024-05567-z
full_2026-07-06__rec_003072,rec_003072,uncertain,ok,4,4777,1259,28897,Abstract,Introduction,Conclusion,Dataset Description,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003072.md,Pre-training of single-cell language models through genetic pathway learning,
full_2026-07-06__rec_003090,rec_003090,uncertain,ok,7,10945,1537,36899,Abstract,Introduction,Discussion,Results under Noisy Mulit-modal Training Data | Training Data Curation | LLM-enriched Textual Corpus Curation | Comparison Methods and Datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003090.md,OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,
full_2026-07-06__rec_003091,rec_003091,uncertain,ok,5,6928,1534,16048,Abstract,Introduction,Conclusion,Pretraining Data Scaling Laws in TABULA | TABULA Model Architecture,,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003091_web_found.md,Tabula: A Tabular Self-Supervised Foundation Model for Single-Cell Transcriptomics,
full_2026-07-06__rec_003095,rec_003095,uncertain,ok,6,7613,1335,12703,Abstract,Introduction,Discussion and Conclusion,Data Preprocessing | Data Preprocessing Details | Method,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003095.md,Cell ontology guided transcriptome foundation model,
full_2026-07-06__rec_003097,rec_003097,uncertain,ok,8,11304,933,39104,Abstract,Introduction,Discussion | Discussion,Pretraining data collection and preprocessing | Transcriptomic Neural Networks Architecture and Applications to Functional and Aging Research | The Transformer Architecture | scFoundation model architecture,,data/docling_uncertain_manual_downloads3_no_vlm_2026-07-09/markdown/rec_003097_pinaroli_transcriptomic_neural_networks.md,Transcriptomic Neural Networks Architecture and Applications to Functional and Aging Research,
full_2026-07-06__rec_003113,rec_003113,uncertain,fallback_document_opening,1,1496,0,1455,,,,,Docling opening text,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003113.md,scELMo: Embeddings from Language Models,
full_2026-07-06__rec_003118,rec_003118,uncertain,ok,7,10452,1319,37435,ABSTRACT,INTRODUCTION,CONCLUSION,DATASETS INFORMATION | SINGLE-CELL DATASETS COLLECTION | GENE CORPUS COLLECTION | DATA PREPROCESSING,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003118.md,ZerOmics: Toward General Models for Single-Cell Analysis with Instruction Tuning,
full_2026-07-06__rec_003129,rec_003129,uncertain,ok,7,8808,1400,93739,Abstract,Introduction,Conclusion,Architecture Evaluation and Ranking | ARCHITECTURE SIMILARITY | HYBRID AND SINGLE-MODULE ARCHITECTURE COMPARISON | ARCHITECTURE DEPTH ANALYSIS,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003129.md,BioArc: Discovering Optimal Neural Architectures for Biological Foundation Models,
full_2026-07-06__rec_003141,rec_003141,uncertain,ok,7,9422,841,18663,Abstract,Introduction,Conclusion,Pretraining Dataset Construction | Dataset Construction | Downstream Datasets | Bi-Mamba Architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003141.md,Bidirectional mamba for single-cell data: Efficient context learning with biological fidelity,
full_2026-07-06__rec_003156,rec_003156,uncertain,ok,8,8347,1101,20446,SUMMARY,INTRODUCTION,DISCUSSION | Conclusion,Figure 4. Diffusion pseudo-time analysis on the HCA and HCL datasets | Input preprocessing | The architecture of tGPT | + METHODS,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003156.md,Generative pretraining from large-scale transcriptomes for single-cell deciphering,
full_2026-07-06__rec_003185,rec_003185,uncertain,ok,3,3835,743,14963,ABSTRACT,INTRODUCTION,DISCUSSION,,,data/docling_uncertain_manual_downloads_no_vlm_2026-07-08/markdown/rec_003185_enhancing_generative_perturbation_models_with_llm_informed_gene_embed.md,Enhancing generative perturbation models with llm-informed gene embeddings,
full_2026-07-06__rec_003191,rec_003191,uncertain,ok,2,3217,0,9447,,INTRODUCTION,CONCLUSION,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003191.md,Engineering Cells Using Artificial Intelligence,
full_2026-07-06__rec_003208,rec_003208,uncertain,ok,2,2131,1440,2857,ABSTRACT,INTRODUCTION,,,,data/docling_uncertain_manual_downloads_no_vlm_2026-07-08/markdown/rec_003208_multi_scale_ai_assisted_gene_expression_decoding.md,Multi-Scale AI-Assisted Gene Expression Decoding,
full_2026-07-06__rec_003217,rec_003217,uncertain,fallback_document_opening,1,1633,0,1592,,,,,Docling opening text,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003217.md,Biomedical data and AI,
full_2026-07-06__rec_003220,rec_003220,uncertain,fallback_document_opening,1,1281,0,1240,,,,,Docling opening text,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003220.md,Foundation model for comprehensive transcriptional regulation analysis,
full_2026-07-06__rec_003227,rec_003227,uncertain,ok,3,4018,1442,13075,Abstract,,Discussion,Data Preprocessing and Sentence Generation,,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003227_biorxiv_2024_05_08_593094v1_full.md,CELLama: cell embedding leveraging language model abilities for analyzing cell types and spatial relationship in tumor,
full_2026-07-06__rec_003249,rec_003249,uncertain,ok,4,5920,0,10753,,INTRODUCTION,DISCUSSION,Deep learning methods for graphs | Representation learning,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003249.md,Machine learning approaches enable the discovery of therapeutics across domains,
full_2026-07-06__rec_003258,rec_003258,uncertain,ok,4,4316,1029,5714,Abstract,Introduction,Conclusion,Methods,,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003258_acl.md,Foundation model for biomedical graphs: Integrating knowledge graphs and protein structures to large language models,
full_2026-07-06__rec_003259,rec_003259,uncertain,ok,3,3730,0,5689,,Introduction,Conclusion,Data quality and data representation,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003259.md,Large language models for biological sequence analysis in infectious disease research,
full_2026-07-06__rec_003265,rec_003265,uncertain,ok,2,3003,1519,47489,ABSTRACT,INTRODUCTION,,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003265.md,Ai for biomedicine in the era of large language models,
full_2026-07-06__rec_003272,rec_003272,uncertain,ok,1,1509,0,22498,,Introduction,,,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003272.md,Foundations for Genome-Scale Artificial Intelligence,
full_2026-07-06__rec_003315,rec_003315,uncertain,ok,4,5104,0,21845,,INTRODUCTION,DISCUSSION,foreach class c in the dataset do | METHODS,,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/markdown/rec_003315_aligning_foundation_models_on_encoded_synthetic_omic_data.md,Aligning foundation models on encoded synthetic omic data for patient stratification,
full_2026-07-06__rec_003323,rec_003323,uncertain,ok,4,5555,0,27014,,Introduction,Discussion,Studies for training data ablation. | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003323.md,Teampath: Building multimodal pathology experts with reasoning ai copilots,
full_2026-07-06__rec_003328,rec_003328,uncertain,ok,6,9403,1538,40597,Abstract,,Discussion,"Huang, K., Fu, T., Gao, W., Zhao, Y., Roohani, Y., Leskovec, J., Coley, C.W., Xiao, C., Sun, J., Zitnik, M.: Therapeutics data commons: Machine learning datasets and tasks for drug discovery and development. arXiv preprint arXiv:2102.09548 (2021) | Datasets | - Molecular Aligned Multi-Modal Architecture and Language for Biomedical Discovery | MAMMAL Architecture",,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003328.md,MAMMAL--Molecular Aligned Multi-Modal Architecture and Language,
full_2026-07-06__rec_003344,rec_003344,uncertain,fallback_document_opening,1,1415,0,1374,,,,,Docling opening text,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003344.md,Single-cell exploration in natural language,
full_2026-07-06__rec_003349,rec_003349,uncertain,ok,7,10117,1523,29811,Abstract,Introduction,Discussion | Conclusions,Model Architecture and Training | Embedding Methods for scRNA-Seq Analysis | Representation Learning,,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003349_repozitorij.md,Actionable Gene Expression Cell Profiling with Foundation Models,
full_2026-07-06__rec_003361,rec_003361,uncertain,ok,6,8423,1381,25085,Abstract,Introduction,,Downstream Task Datasets | Pre-training Data | Downstream Tasks Dataset | Model Architecture,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003361.md,LangCell: Language-Cell 737 Pre-training for Cell Identity Understanding,
full_2026-07-06__rec_003434,rec_003434,uncertain,ok,5,7540,1300,21708,Abstract,Introduction,Discussion,Training data | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003434.md,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,10.64898/2026.03.28.714980
full_2026-07-06__rec_003448,rec_003448,uncertain,ok,6,8199,882,15456,Abstract,Introduction,Conclusion,Massive Omics Datasets Are Publicly Accessible | Tissue-Level Omics Datasets | Single Cell-Level Omics Datasets,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003448.md,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.,
full_2026-07-06__rec_003578,rec_003578,uncertain,ok,6,9095,1337,40659,Abstract,Introduction,Discussion,scGPT circuit tracing reveals a fundamentally different computational architecture | Supplementary Note 7: Cross-Model Consensus Circuit Architecture | Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003578.md,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model Convergence",10.48550/arXiv.2603.01752
full_2026-07-06__rec_003613,rec_003613,uncertain,ok,1,1332,1311,1311,Abstract,,,,,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003613.md,Generalist biological artificial intelligence in modeling the language of life,
full_2026-07-06__rec_003620,rec_003620,uncertain,ok,7,10079,1498,23333,ABSTRACT,INTRODUCTION,DISCUSSION | CONCLUSION,METHODS | BASELINE METHODS AND EVALUATION METRICS | MULTI-LEVEL SPATIAL REPRESENTATION,,data/docling_uncertain_manual_downloads2_no_vlm_2026-07-08/markdown/rec_003620_st_align_multi_scale_image_gene_foundation_modeling.md,ST-Align: Multi-Scale Image-Gene Foundation Modeling for Spatial Transcriptomics via Spot-Niche Alignment,
full_2026-07-06__rec_003627,rec_003627,uncertain,ok,6,8761,1436,60817,Abstract,Introduction,Discussion,Datasets &amp; Processing | Architecture | Online Methods,,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003627.md,Towards Spatial Transcriptomics-driven Pathology Foundation Models,
full_2026-07-06__rec_003644,rec_003644,uncertain,ok,5,7857,1555,40515,ABSTRACT,Introduction,Discussion,Evaluation datasets | Methods,,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_003644.md,Toward a universal foundation model for graph-structured data,
full_2026-07-06__rec_003649,rec_003649,uncertain,ok,7,9932,1590,39597,Abstract,Introduction,Discussion,HitAnno achieves accurate and robust intra-dataset annotation | HitAnno shows reliable performance across donors and datasets | Dataset collection and preprocessing | Model architecture of HitAnno,,data/docling_uncertain_chrome_remaining_no_vlm_2026-07-08/markdown/rec_003649_biorxiv_2026_03_10_710729v1_full.md,HitAnno: Atlas-level cell type annotation based on scATAC-seq data via a hierarchical language model,
