"id","label","type","__class__","route_label","model_name","lifecycle_phase","task_or_configuration_verbatim","source_object_verbatim","source_object_normalized","source_modality_normalized","transformation_chain_verbatim","transformation_chain_normalized","model_visible_form_verbatim","carrier_family","carrier_subtype","insertion_or_fusion_verbatim","fusion_topology","text_role","input_status","evidence_quote","section_heading","supporting_figure_or_table","evidence_status","uncertainty","__provenance__","merged_aliases","taxonomy_version","title","doi","input_routes"
"TaxonomyCodedRoute_c061634b1c919c5f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","frozen OCellus backbone","OCellus","inference","Per-gene language-model embeddings from the frozen OCellus backbone serve as initial node features;","frozen OCellus backbone","OCellus backbone","text","['frozen OCellus backbone', 'language-model embeddings', 'initial node features']","['frozen OCellus backbone', 'language-model embeddings', 'initial node features']","Per-gene language-model embeddings","dense_continuous_carrier","direct_projected_embedding","serve as initial node features","unclear","biological_payload","actual_model_input","Per-gene language-model embeddings from the frozen OCellus backbone serve as initial node features;","The OCellus framework","","explicit_text","The document does not describe an additional fusion step for the backbone output.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [6, 11], ""pages"": [5, 6, 9, 10], ""refs"": [""#/texts/117"", ""#/texts/120"", ""#/texts/121"", ""#/texts/122"", ""#/texts/123"", ""#/texts/124"", ""#/texts/125"", ""#/texts/126""], ""spans"": [{""chunk"": 6, ""start"": 1031, ""end"": 1054}, {""chunk"": 11, ""start"": 231, ""end"": 254}]}","","","","",""
"TaxonomyCodedRoute_329d829ec8fc3fd1","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","binary indicators","OCellus","inference","binary indicators mark the knockout gene and baseline-expression genes","knockout gene and baseline-expression genes","knockout gene and baseline-expression genes","single-cell gene-perturbation features","['binary indicators mark the knockout gene and baseline-expression genes']","['mark knockout gene and baseline-expression genes']","binary indicators","other_evidence_grounded","other_evidence_grounded","binary indicators mark the knockout gene and baseline-expression genes","unclear","biological_payload","actual_model_input","binary indicators mark","The OCellus framework","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 287, ""end"": 304}]}","","","","",""
"TaxonomyCodedRoute_f2cfebf7a16fcf34","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","three graph-convolution layers","OCellus","inference","three graph-convolution layers propagate this signal through the network","this signal","signal propagated through the network","graph neural network message passing","['three graph-convolution layers propagate this signal through the network']","['propagate signal through the network with three graph-convolution layers']","three graph-convolution layers","other_evidence_grounded","other_evidence_grounded","three graph-convolution layers propagate this signal through the network","unclear","no_text_on_this_route","actual_model_input","three graph-convolution layers","The OCellus framework","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11], ""pages"": [9, 10], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200""], ""spans"": [{""chunk"": 11, ""start"": 359, ""end"": 389}]}","","","","",""
"TaxonomyCodedRoute_4e8fe5e3ee4c7ff4","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","continuous log2 fold-change predictions","OCellus","inference","a multi-layer-perceptron head produces continuous log2 fold-change predictions","continuous log2 fold-change predictions","continuous log2 fold-change predictions","continuous regression output","['a multi-layer-perceptron head produces continuous log2 fold-change predictions']","['produce continuous log2 fold-change predictions with a multi-layer-perceptron head']","continuous log2 fold-change predictions","other_evidence_grounded","other_evidence_grounded","a multi-layer-perceptron head produces continuous log2 fold-change predictions","unclear","generated_output","generated_output","continuous log2 fold-change predictions","The OCellus framework","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 49], ""pages"": [9, 10, 46], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/890"", ""#/texts/891"", ""#/texts/892"", ""#/texts/893"", ""#/texts/894""], ""spans"": [{""chunk"": 11, ""start"": 476, ""end"": 515}, {""chunk"": 49, ""start"": 926, ""end"": 965}]}","","","","",""
"TaxonomyCodedRoute_e2422267baf8f6e2","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","six interchangeable runtime configurations","OCellus-Agent","inference","Six interchangeable runtime configurations are loaded on demand through dynamic adapter swapping","runtime configurations","runtime configurations","agent runtime configuration","['loaded on demand through dynamic adapter swapping']","['load on demand via dynamic adapter swapping']","six interchangeable runtime configurations","other_evidence_grounded","other_evidence_grounded","loaded on demand through dynamic adapter swapping","other_explicit","metadata_or_context","actual_model_input","Six interchangeable runtime configurations","The OCellus framework","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 50], ""pages"": [9, 10, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/913"", ""#/texts/916"", ""#/texts/917"", ""#/texts/918"", ""#/texts/919""], ""spans"": [{""chunk"": 11, ""start"": 1602, ""end"": 1644}, {""chunk"": 50, ""start"": 621, ""end"": 663}]}","","","","",""
"TaxonomyCodedRoute_ee429ba7bf16ab69","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_neighborhood","OCellus","evaluation","The spatial-neighborhood task","a center cell and EvenClock-encoded neighbors in one direction","spatial neighborhood","spatial transcriptomics","['continuous 2D cell coordinates discretized into 18 sectors', 'neighboring-cell gene lists concatenated into a text prefix']","['spatial coordinates to EvenClock sectors', 'text prefix serialization of neighboring-cell gene lists']","EvenClock-encoded neighbors in one direction","text_native_token_stream","serialized_biological_context_or_ordered_profile","concatenated into a text prefix","prefix","biological_payload","actual_model_input","the spatial-neighborhood task, in which the model is given a center cell and EvenClock-encoded neighbors in one direction","EvenClock: text-only spatial reasoning","Figure 4; Supplementary Table S2","text_plus_figure","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16, 23], ""pages"": [10, 13, 20, 21], ""refs"": [""#/pictures/3"", ""#/pictures/4"", ""#/texts/395"", ""#/texts/396"", ""#/texts/397"", ""#/texts/398"", ""#/texts/399"", ""#/texts/400""], ""spans"": [{""chunk"": 12, ""start"": 576, ""end"": 596}, {""chunk"": 16, ""start"": 1858, ""end"": 1878}, {""chunk"": 23, ""start"": 2713, ""end"": 2733}]}","","","","",""
"TaxonomyCodedRoute_2af1110bef75010d","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_density","OCellus","fine_tuning","spatial_density","spatial_density","spatial density","text","[]","[]","spatial_density","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","Visible task labels include spatial_neighborhood, spatial_density, spatial_domain, gene_function_string","OCellus Training Data Composition","Figure 13","figure_only","The document names this task in the training-data composition figure but does not describe its full input/output format.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 598, ""end"": 613}, {""chunk"": 16, ""start"": 2000, ""end"": 2015}]}","","","","",""
"TaxonomyCodedRoute_c4ade3f7c806d1c3","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_domain","OCellus","fine_tuning","spatial_domain","spatial_domain","spatial domain","text","[]","[]","spatial_domain","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","Visible task labels include spatial_neighborhood, spatial_density, spatial_domain, gene_function_string","OCellus Training Data Composition","Figure 13","figure_only","The document names this task in the training-data composition figure but does not describe its full input/output format.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 615, ""end"": 629}, {""chunk"": 16, ""start"": 1982, ""end"": 1996}]}","","","","",""
"TaxonomyCodedRoute_f358f10f0f01a2af","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","gene_function_string","OCellus","fine_tuning","gene_function_string","gene_function_string","gene function string","text","[]","[]","gene_function_string","text_native_token_stream","plain_language_prompt_or_question","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","Visible task labels include spatial_neighborhood, spatial_density, spatial_domain, gene_function_string","OCellus Training Data Composition","Figure 13","figure_only","The document names this task in the training-data composition figure but does not describe its full input/output format.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 631, ""end"": 651}]}","","","","",""
"TaxonomyCodedRoute_1041a4100d6b6509","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_celltype","OCellus","fine_tuning","spatial_celltype","spatial transcriptomics data","spatial transcriptomics data","spatial transcriptomics","[]","[]","spatial_celltype","text_native_token_stream","structured_biological_prompt_or_task_scaffold","multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","spatial_celltype","Results","OCellus Training Data Composition","text_plus_figure","The document lists this as a task label in the training-data composition figure; exact prompt formatting is not specified.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 653, ""end"": 669}, {""chunk"": 16, ""start"": 1838, ""end"": 1854}]}","","","","",""
"TaxonomyCodedRoute_82499e4426c78d7f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","developmental_stage","OCellus","fine_tuning","developmental_stage","single-cell transcriptomic data","single-cell transcriptomic data","single-cell transcriptomics","[]","[]","developmental_stage","text_native_token_stream","structured_biological_prompt_or_task_scaffold","multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","developmental_stage","Results","OCellus Training Data Composition","text_plus_figure","The document shows this as one of the 27 training-task labels; exact input serialization is not specified.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 671, ""end"": 690}]}","","","","",""
"TaxonomyCodedRoute_80de09050a36ef75","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_composition","OCellus","fine_tuning","spatial_composition","spatial transcriptomics data","spatial transcriptomics data","spatial transcriptomics","[]","[]","spatial_composition","text_native_token_stream","structured_biological_prompt_or_task_scaffold","multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","spatial_composition","Results","OCellus Training Data Composition","text_plus_figure","The figure identifies the task label, but not the exact prompt template or serialization.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 710, ""end"": 729}]}","","","","",""
"TaxonomyCodedRoute_206a84bb37595b97","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_celltype_genes","OCellus","fine_tuning","spatial_celltype_genes","spatial transcriptomics data","spatial transcriptomics data","spatial transcriptomics","[]","[]","spatial_celltype_genes","text_native_token_stream","structured_biological_prompt_or_task_scaffold","multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","spatial_celltype_genes","Results","OCellus Training Data Composition","text_plus_figure","The document supports the task label and its inclusion in multi-task training, but not the exact textual prompt structure.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 731, ""end"": 753}]}","","","","",""
"TaxonomyCodedRoute_83e4a1f09232d4c3","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_tissue_region","OCellus","fine_tuning","spatial_tissue_region","spatial_tissue_region","spatial tissue region","spatial transcriptomics","[]","[]","spatial_tissue_region","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label in a multi-task training sample","tokenizer_sequence","modality_or_task_selector","actual_model_input","spatial_tissue_region","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Only the task label is visible in the figure; the exact prompt/template is not described.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 769, ""end"": 790}, {""chunk"": 16, ""start"": 1882, ""end"": 1903}]}","","","","",""
"TaxonomyCodedRoute_c0733d31841d5b43","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","cross_species_celltype","OCellus","fine_tuning","cross_species_celltype","cross_species_celltype","cross-species cell type","single-cell transcriptomics","[]","[]","cross_species_celltype","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label in a multi-task training sample","tokenizer_sequence","modality_or_task_selector","actual_model_input","cross_species_celltype","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Only the task label is visible in the figure; the exact prompt/template is not described.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 792, ""end"": 814}, {""chunk"": 16, ""start"": 1732, ""end"": 1754}]}","","","","",""
"TaxonomyCodedRoute_fbac24547d955703","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","DeepMap_n_cell_line","OCellus","fine_tuning","DeepMap_n_cell_line","DeepMap_n_cell_line","cell line","single-cell transcriptomics","[]","[]","DeepMap_n_cell_line","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label in a multi-task training sample","tokenizer_sequence","modality_or_task_selector","actual_model_input","DeepMap_n_cell_line","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Only the task label is visible in the figure; the exact prompt/template is not described.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 816, ""end"": 835}]}","","","","",""
"TaxonomyCodedRoute_8be4694cec622e38","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","grn_general","OCellus","fine_tuning","grn_general","grn_general","gene regulatory network","single-cell transcriptomics","[]","[]","grn_general","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label in a multi-task training sample","tokenizer_sequence","modality_or_task_selector","actual_model_input","grn_general","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Only the task label is visible in the figure; the exact prompt/template is not described.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 837, ""end"": 848}]}","","","","",""
"TaxonomyCodedRoute_d6362a9608e54e28","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","spatial_cellchat","OCellus","evaluation","spatial_cellchat (95.6%)","spatial cell-cell communication","spatial cell-cell communication","spatial transcriptomics","[]","[]","EvenClock text encoding","text_native_token_stream","serialized_biological_context_or_ordered_profile","text prefix","prefix","biological_payload","actual_model_input","spatial_cellchat (95.6%)","EvenClock: text-only spatial reasoning","Supplementary Tables S2 and S3","explicit_text","Task semantics are inferred from the label; only the label and score are explicit.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 23], ""pages"": [10, 20, 21], ""refs"": [""#/pictures/3"", ""#/texts/395"", ""#/texts/396"", ""#/texts/397"", ""#/texts/398"", ""#/texts/399"", ""#/texts/400"", ""#/texts/403""], ""spans"": [{""chunk"": 12, ""start"": 850, ""end"": 866}, {""chunk"": 23, ""start"": 2746, ""end"": 2762}]}","","","","",""
"TaxonomyCodedRoute_c7a64ec77e29a788","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Gene2disease","OCellus","evaluation","gene2disease","gene","gene","single-cell transcriptomics","[]","[]","natural-language reasoning","text_native_token_stream","structured_biological_prompt_or_task_scaffold","natural-language reasoning","tokenizer_sequence","instruction_or_query","actual_model_input","gene2disease","Multi-task competence across twenty-two biological tasks","Figure 2a","text_plus_figure","The source object is inferred from the task label; the document only names the route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 16], ""pages"": [10, 13], ""refs"": [""#/pictures/3"", ""#/pictures/4""], ""spans"": [{""chunk"": 12, ""start"": 868, ""end"": 880}, {""chunk"": 16, ""start"": 1616, ""end"": 1628}]}","","","","",""
"TaxonomyCodedRoute_d9570cf93a0c6daa","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","cell_Gene2disease","OCellus","fine_tuning","cell_Gene2disease","cell","cell","single-cell transcriptomics","[]","[]","multi-task training samples","text_native_token_stream","structured_biological_prompt_or_task_scaffold","training sample","tokenizer_sequence","paired_alignment_supervision","paired_alignment_input","cell_Gene2disease","OCellus Training Data Composition","Figure 1a","figure_only","Phase is inferred from the training-data composition figure; the document does not spell out the exact route semantics.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 882, ""end"": 899}]}","","","","",""
"TaxonomyCodedRoute_adc6aba79fa9caa8","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","cell_state_transition","OCellus","evaluation","drug-treatment cell-state transition","cell-state transition","cell state transition","single-cell transcriptomics","[]","[]","natural-language reasoning","text_native_token_stream","structured_biological_prompt_or_task_scaffold","natural-language reasoning","tokenizer_sequence","instruction_or_query","actual_model_input","drug-treatment cell-state transition (99 percent gene-set recall)","Multi-task competence across twenty-two biological tasks","Figure 2a","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 901, ""end"": 922}]}","","","","",""
"TaxonomyCodedRoute_3011fed0dfa18692","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","perturbation_ranking","OCellus","fine_tuning","perturbation_ranking","perturbation_ranking","perturbation ranking","text","[]","[]","perturbation_ranking","text_native_token_stream","structured_biological_prompt_or_task_scaffold","27 multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","perturbation_ranking, Gene2phenotype, GL_synthetic, condition_generation,","The OCellus framework","Panel a: 27 multi-task training samples","figure_only","Only the task labels are explicit in the figure description; prompt format and fusion details are inferred from the task-label presentation.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 924, ""end"": 944}]}","","","","",""
"TaxonomyCodedRoute_0455e5d9ee09ed22","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Gene2phenotype","OCellus","fine_tuning","Gene2phenotype","Gene2phenotype","gene to phenotype","text","[]","[]","Gene2phenotype","text_native_token_stream","structured_biological_prompt_or_task_scaffold","27 multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","perturbation_ranking, Gene2phenotype, GL_synthetic, condition_generation,","The OCellus framework","Panel a: 27 multi-task training samples","figure_only","Only the task labels are explicit in the figure description; prompt format and fusion details are inferred from the task-label presentation.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 13, 45], ""pages"": [10, 11, 41, 42], ""refs"": [""#/pictures/3"", ""#/texts/201"", ""#/texts/202"", ""#/texts/203"", ""#/texts/204"", ""#/texts/205"", ""#/texts/206"", ""#/texts/207""], ""spans"": [{""chunk"": 12, ""start"": 946, ""end"": 960}, {""chunk"": 13, ""start"": 1218, ""end"": 1232}, {""chunk"": 45, ""start"": 2005, ""end"": 2019}]}","","","","",""
"TaxonomyCodedRoute_5bfd901a0bf2a685","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","GL_synthetic","OCellus","fine_tuning","GL_synthetic","GL_synthetic","GL synthetic","text","[]","[]","GL_synthetic","text_native_token_stream","structured_biological_prompt_or_task_scaffold","27 multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","perturbation_ranking, Gene2phenotype, GL_synthetic, condition_generation,","The OCellus framework","Panel a: 27 multi-task training samples","figure_only","Only the task labels are explicit in the figure description; prompt format and fusion details are inferred from the task-label presentation.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 962, ""end"": 974}]}","","","","",""
"TaxonomyCodedRoute_df3625a511d73e40","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","condition_generation","OCellus","fine_tuning","condition_generation","condition_generation","condition generation","text","[]","[]","condition_generation","text_native_token_stream","structured_biological_prompt_or_task_scaffold","27 multi-task training samples","tokenizer_sequence","modality_or_task_selector","actual_model_input","perturbation_ranking, Gene2phenotype, GL_synthetic, condition_generation,","The OCellus framework","Panel a: 27 multi-task training samples","figure_only","Only the task labels are explicit in the figure description; prompt format and fusion details are inferred from the task-label presentation.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 976, ""end"": 996}]}","","","","",""
"TaxonomyCodedRoute_456dd5fd351dbc90","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","GL_phenotype","OCellus","fine_tuning","GL_phenotype","phenotype","phenotype","single-cell transcriptomics","[]","[]","GL_phenotype","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","GL_phenotype","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Per-task source-object mapping is inferred from the task label; the document does not spell out a separate input field for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 998, ""end"": 1010}]}","","","","",""
"TaxonomyCodedRoute_f730ba23381e69f5","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","drug_response","OCellus","fine_tuning","drug_response","drug response","drug response","single-cell transcriptomics","[]","[]","drug_response","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","drug_response","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Per-task source-object mapping is inferred from the task label; the document does not spell out a separate input field for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1012, ""end"": 1025}]}","","","","",""
"TaxonomyCodedRoute_04d8dd0ca8e9dfb1","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Cellmarker","OCellus","fine_tuning","Cellmarker","cell marker","cell marker","single-cell transcriptomics","[]","[]","Cellmarker","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","Cellmarker","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Per-task source-object mapping is inferred from the task label; the document does not spell out a separate input field for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1027, ""end"": 1037}]}","","","","",""
"TaxonomyCodedRoute_9ed4c2d1a83392cf","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","GL_disease","OCellus","fine_tuning","GL_disease","disease","disease","single-cell transcriptomics","[]","[]","GL_disease","text_native_token_stream","structured_biological_prompt_or_task_scaffold","task label","tokenizer_sequence","modality_or_task_selector","actual_model_input","GL_disease","The OCellus framework","OCellus Training Data Composition, panel a","figure_only","Per-task source-object mapping is inferred from the task label; the document does not spell out a separate input field for this route.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1043, ""end"": 1053}]}","","","","",""
"TaxonomyCodedRoute_32f4c111396302ad","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","cellxgene human/mouse SC","OCellus","pretraining","cellxgene human/mouse SC: 33%","cellxgene human/mouse SC","cellxgene human/mouse single-cell transcriptomic data","single-cell transcriptomics","[]","[]","cellxgene human/mouse SC: 33%","text_native_token_stream","other_evidence_grounded","Legend entry in the training data sources donut chart","unclear","metadata_or_context","actual_model_input","cellxgene human/mouse SC: 33%","Results","OCellus Training Data Composition","text_plus_figure","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1842, ""end"": 1866}]}","","","","",""
"TaxonomyCodedRoute_55184b8de1f92c66","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","HuBMAP Visium","OCellus","pretraining","HuBMAP Visium: 15%","HuBMAP Visium","HuBMAP Visium spatial transcriptomics","spatial transcriptomics","[]","[]","HuBMAP Visium: 15%","text_native_token_stream","other_evidence_grounded","Legend entry in the training data sources donut chart","unclear","metadata_or_context","actual_model_input","HuBMAP Visium: 15%","Results","OCellus Training Data Composition","text_plus_figure","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1882, ""end"": 1895}]}","","","","",""
"TaxonomyCodedRoute_4c0a935d84326dc9","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","salusSTS human subcellular","OCellus","pretraining","salusSTS human subcellular: 17%","salusSTS human subcellular","salusSTS human subcellular spatial transcriptomics","spatial transcriptomics","[]","[]","salusSTS human subcellular: 17%","text_native_token_stream","other_evidence_grounded","Legend entry in the training data sources donut chart","unclear","metadata_or_context","actual_model_input","salusSTS human subcellular: 17%","Results","OCellus Training Data Composition","text_plus_figure","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12], ""pages"": [10], ""refs"": [""#/pictures/3""], ""spans"": [{""chunk"": 12, ""start"": 1911, ""end"": 1937}]}","","","","",""
"TaxonomyCodedRoute_5849dd8ae0652a31","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","10x Visium","OCellus","pretraining","10x Visium: 12%","10x Visium","10x Visium spatial transcriptomics","spatial transcriptomics","[]","[]","10x Visium: 12%","text_native_token_stream","other_evidence_grounded","Legend entry in the training data sources donut chart","unclear","metadata_or_context","actual_model_input","10x Visium: 12%","Results","OCellus Training Data Composition","text_plus_figure","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [12, 13], ""pages"": [10, 11], ""refs"": [""#/pictures/3"", ""#/texts/201"", ""#/texts/202"", ""#/texts/203"", ""#/texts/204"", ""#/texts/205"", ""#/texts/206"", ""#/texts/207""], ""spans"": [{""chunk"": 12, ""start"": 1953, ""end"": 1963}, {""chunk"": 13, ""start"": 2015, ""end"": 2025}]}","","","","",""
