record_id,candidate_id,source_record_id,source_corpus,docling_markdown,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
full_2026-07-06__rec_003118,full_2026-07-06__rec_003118,rec_003118,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003118.md,ZerOmics: Toward General Models for Single-Cell Analysis with Instruction Tuning,,EXCLUDE,EC3_not_generative,none,adjudicator,"This is a primary ZerOmics model paper: it aligns single-cell expression with a natural-language gene corpus and instruction-tunes an LLM. The described mechanism uses an encoder-only SC model and predictors for bins/item labels, not a generative model.",“gene corpus” summaries in natural language; “aligns SC expression data with the well-organized gene corpus”; “instructions designed for various SC analysis tasks to tune the LLM”; “two independent predictors” to “predict their original expression bins and corresponding gene summary items”.,none,none,application_wrapper,mixed_signals
full_2026-07-06__rec_003206,full_2026-07-06__rec_003206,rec_003206,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003206.md,Cell2Sentence: teaching large language models the language of biology,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003323,full_2026-07-06__rec_003323,rec_003323,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003323.md,Teampath: Building multimodal pathology experts with reasoning ai copilots,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003609,full_2026-07-06__rec_003609,rec_003609,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003609.md,evoCancerGPT: Generating Zero-Shot Single-Cell and Single-Sample Cancer Progression Through Transfer Learning,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003853,full_2026-07-06__rec_003853,rec_003853,uncertain,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003853_web_found.md,From Modality Translation to Regulatory Reasoning: Interpretable AI for Single-Cell Multi-Omic Systems,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
june_update_2026-06-10__rec_000152,june_update_2026-06-10__rec_000152,rec_000152,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000152.md,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,10.64898/2026.04.21.717342,UNCERTAIN,none,mixed_signals,adjudicator,"H2O is presented as a new foundation-model framework for histopathology-to-omics inference, with explicit LLM/text alignment. The record describes direct prediction/inference from H&E rather than a generative decoder or autoregressive text-bio generator.","""integrates Vision Transformers (ViT) with Large Language Models (LLM) via contrastive learning""; ""align histological morphology with semantic molecular knowledge""; ""predicts spatial omics expression from histology""; ""contrastive alignment with a text embedding h_i""; ""constructing the cell's gene-expression profiles""",none,none,none,none
full_2026-07-06__rec_000324,full_2026-07-06__rec_000324,rec_000324,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000324.md,EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics.,10.1186/s13059-024-03449-7,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000908,full_2026-07-06__rec_000908,rec_000908,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000908.md,DNA language model GROVER learns sequence context in the human genome,10.1038/s42256-024-00872-0,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001358,full_2026-07-06__rec_001358,rec_001358,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001358.md,Harnessing the Power of Single-Cell Large Language Models with Parameter Efficient Fine-Tuning using scPEFT,10.1038/s42256-025-01170-z,EXCLUDE,application_wrapper,generative_status_unclear,adjudicator,"The record describes scPEFT as parameter-efficient fine-tuning of an existing scGPT backbone, which is wrapper-style adaptation rather than a new multimodal text-bio model. The full text also says only gene expression profiles were used as input, so there is no substantive text component or text-bio bridge; generation is not explicitly established in the provided evidence.","""only the gene expression profiles were used as input""; ""native scGPT backbone""; ""parameter-efficient fine-tuning""",EC2_no_text_component,none,application_wrapper,generative_status_unclear
full_2026-07-06__rec_001609,full_2026-07-06__rec_001609,rec_001609,uncertain,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_001609_2025_10_27_684901v1_full.md,DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification †,10.1101/2025.10.27.684901,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary DNA barcode model with unsupervised pretraining and contrastive learning, but the record only supports biological sequence modeling. No natural-language text or text-bio bridge is described, and no generative mechanism is stated.","""DNA barcodes""; ""Genomic LLMs""; ""unsupervised pre-training""; ""contrastive learning embeddings"" on 2.2M unique barcodes; no natural-language text described in the provided sections; not_assessed; biological_token_only_boundary; natural-language text, prompts, captions, or text-conditioned bridge is not present in the evidence; the candidate is contrastive rather than generative",EC2_no_text_component,none,EC3_not_generative,paper_type_unclear
full_2026-07-06__rec_001655,full_2026-07-06__rec_001655,rec_001655,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001655.md,Exploring the Potentials and Challenges of Using Large Language Models for the Analysis of Transcriptional Regulation of Long Non-coding RNAs,10.48550/arXiv.2411.03522,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
full_2026-07-06__rec_002162,full_2026-07-06__rec_002162,rec_002162,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002162.md,Enhancing DNA Foundation Models to Address Masking Inefficiencies,10.48550/arXiv.2502.18405,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002248,full_2026-07-06__rec_002248,rec_002248,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002248.md,Leveraging large language models to predict antibiotic resistance in Mycobacterium tuberculosis,10.1093/bioinformatics/btaf232,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002958,full_2026-07-06__rec_002958,rec_002958,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002958.md,A multimodal cell-free RNA language model for liquid biopsy applications,10.1038/s42256-025-01148-x,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003129,full_2026-07-06__rec_003129,rec_003129,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003129.md,BioArc: Discovering Optimal Neural Architectures for Biological Foundation Models,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_003213,full_2026-07-06__rec_003213,rec_003213,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003213.md,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
full_2026-07-06__rec_003328,full_2026-07-06__rec_003328,rec_003328,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003328.md,MAMMAL--Molecular Aligned Multi-Modal Architecture and Language,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003629,full_2026-07-06__rec_003629,rec_003629,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003629.md,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003947,full_2026-07-06__rec_003947,rec_003947,uncertain,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003947_web_found.md,CLIP-IT: CLIP-based Pairing of Histology Images with Privileged Textual Information,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
june_update_2026-06-10__rec_000194,june_update_2026-06-10__rec_000194,rec_000194,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000194.md,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,10.64898/2026.05.12.724740,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000313,full_2026-07-06__rec_000313,rec_000313,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000313.md,GENA-LM: a family of open-source foundational DNA language models for long sequences.,10.1093/nar/gkae1310,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000405,full_2026-07-06__rec_000405,rec_000405,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000405.md,Multimodal Learning for Mapping the Genotype-Phenotype Dynamics.,10.21203/rs.3.rs-4355413/v1,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000915,full_2026-07-06__rec_000915,rec_000915,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000915.md,'Bingo' - a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data,10.1093/bib/bbad472,EXCLUDE,application_wrapper,none,adjudicator,"The record describes a workflow for essential-gene prediction from protein sequences that uses a pre-trained ESM-2 language model and GNN classifier. That is wrapper-style use of an external protein LM, with no natural-language text component or text-bio bridge.","""prediction of gene essentiality exclusively from protein sequence data""; ""employs a pre-trained language model ESM-2""; ""filling in randomly masked amino acids""; ""protein sequences as input""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_001381,full_2026-07-06__rec_001381,rec_001381,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001381.md,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001676,full_2026-07-06__rec_001676,rec_001676,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001676.md,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002254,full_2026-07-06__rec_002254,rec_002254,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002254.md,Ctrl-DNA: Controllable Cell-Type-Specific Regulatory DNA Design via Constrained RL,10.48550/arXiv.2505.20578,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002304,full_2026-07-06__rec_002304,rec_002304,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002304.md,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",10.1101/2025.11.14.688396,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003141,full_2026-07-06__rec_003141,rec_003141,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003141.md,Bidirectional mamba for single-cell data: Efficient context learning with biological fidelity,,EXCLUDE,EC2_no_text_component,none,adjudicator,"GeneMamba is a primary single-cell foundation model, but the provided evidence only shows biological tokenization and downstream analysis tasks. No natural-language text component or explicit generative mechanism is stated.","“Our pretraining dataset was constructed using single-cell RNA sequencing (scRNA-seq) data”; “treating cells as sentences and genes as tokens”; “cell type annotation, and gene pair correlation analysis”",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_003214,full_2026-07-06__rec_003214,rec_003214,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003214.md,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003344,full_2026-07-06__rec_003344,rec_003344,uncertain,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003344.md,Single-cell exploration in natural language,,EXCLUDE,review_editorial,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,review_editorial,none,review_editorial,none
full_2026-07-06__rec_003641,full_2026-07-06__rec_003641,rec_003641,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003641.md,Generating and decoding methylated DNA with a Human Epigenetic Foundation Model,,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary epigenetic foundation-model paper on methylated/unmethylated human DNA. The evidence shows biological sequence modeling and generation, but no natural-language text component or text-bio bridge.",“Generating and decoding methylated DNA”; “whole-epigenome foundation models ... trained on 1.9T tokens of methylated and unmethylated human DNA”; “encode absolute genomic coordinates”,EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_003954,full_2026-07-06__rec_003954,rec_003954,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003954.md,"Advancing Cancer Prognosis with Hierarchical Fusion of Genomic, Proteomic and Pathology Imaging Data from a Systems Biology Perspective",,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
june_update_2026-06-10__rec_000246,june_update_2026-06-10__rec_000246,rec_000246,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000246.md,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000323,full_2026-07-06__rec_000323,rec_000323,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000323.md,L2G: Repurposing Language Models for Genomics Tasks.,10.1101/2024.12.09.627422,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_000483,full_2026-07-06__rec_000483,rec_000483,uncertain,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_000483.md,EpiGePT: a Pretrained Transformer model for epigenomics.,10.1101/2023.07.15.549134,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000939,full_2026-07-06__rec_000939,rec_000939,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000939.md,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures,10.1093/bib/bbae525,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001391,full_2026-07-06__rec_001391,rec_001391,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001391.md,MAMMAL - Molecular Aligned Multi-Modal Architecture and Language,10.48550/arXiv.2410.22367,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001683,full_2026-07-06__rec_001683,rec_001683,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001683.md,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001719,full_2026-07-06__rec_001719,rec_001719,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001719.md,scFormer: A Universal Representation Learning Approach for Single-Cell Data Using Transformers,10.1101/2022.11.20.517285,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary single-cell transformer model, but the evidence shows only gene expression, gene tokens, and optional external tokens. No natural-language text or text-bio alignment is described, and the masked gene modeling objective is not an explicit generative architecture.","""The input to scFormer consists of three components: (1) gene tokens, (2) gene expression values, and (3) optional external tokens""; ""gene tokens work similar to the word/token embeddings in natural language modeling""; ""masked gene modeling (MGM)""; ""jointly learn cell and gene embeddings""; ""new backbone model for single cell modeling""; ""not_assessed""; ""not_assessed""; ""not_assessed""; ""biological_token_only_boundary""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_002287,full_2026-07-06__rec_002287,rec_002287,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002287.md,Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_002327,full_2026-07-06__rec_002327,rec_002327,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002327.md,OmniNA: A foundation model for nucleotide sequences,10.1101/2024.01.14.575543,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_002969,full_2026-07-06__rec_002969,rec_002969,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002969.md,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks,10.1038/s41467-025-60872-5,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_003156,full_2026-07-06__rec_003156,rec_003156,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003156.md,Generative pretraining from large-scale transcriptomes for single-cell deciphering,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003274,full_2026-07-06__rec_003274,rec_003274,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003274.md,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_003349,full_2026-07-06__rec_003349,rec_003349,uncertain,data/docling_uncertain_problem_retry_no_vlm_2026-07-08/markdown/rec_003349_repozitorij.md,Actionable Gene Expression Cell Profiling with Foundation Models,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_003726,full_2026-07-06__rec_003726,rec_003726,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003726.md,Temporal AI model predicts drivers of cell state trajectories across human aging,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
june_update_2026-06-10__rec_000248,june_update_2026-06-10__rec_000248,rec_000248,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000248.md,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000329,full_2026-07-06__rec_000329,rec_000329,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000329.md,RNA language models predict mutations that improve RNA function.,10.1038/s41467-024-54812-y,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000696,full_2026-07-06__rec_000696,rec_000696,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000696.md,Deciphering enzymatic potential in metagenomic reads through DNA language models,10.1093/nar/gkaf836,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000950,full_2026-07-06__rec_000950,rec_000950,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000950.md,Illuminating protein space with a programmable generative model,10.1038/s41586-023-06728-8,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001431,full_2026-07-06__rec_001431,rec_001431,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001431.md,BIOFORMERS: A SCALABLE FRAMEWORK FOR EXPLORING BIOSTATES USING TRANSFORMERS,10.1101/2023.11.29.569320,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001687,full_2026-07-06__rec_001687,rec_001687,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001687.md,CaLMFlow: Volterra Flow Matching using Causal Language Models,10.48550/arXiv.2410.05292,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001774,full_2026-07-06__rec_001774,rec_001774,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001774.md,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,,EXCLUDE,EC2_no_substantive_text_bio_bridge,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_substantive_text_bio_bridge,none,none,none
full_2026-07-06__rec_002329,full_2026-07-06__rec_002329,rec_002329,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002329.md,Biologically-Informed Hybrid Membership Inference Attacks on Generative Genomic Models,10.48550/arXiv.2511.07503,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary generative genomics paper, but the provided evidence only shows VCF/mutation strings and GPT-like synthetic variant generation, not natural-language text. The model is generative over biological tokens, so the text component and text-bio bridge are absent under the review rules.","“encode each mutation as a string 'CHR:POS:REFs>ALTs GT'”; “prompt the model ... to obtain a synthetic profile”; “GPT-like models are viable synthetic variant generators” and “keeping the amount of non-genomics related tokens to a minimum”,",EC2_no_text_component,none,none,none
full_2026-07-06__rec_002339,full_2026-07-06__rec_002339,rec_002339,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002339.md,A Phylogenetic Approach to Genomic Language Modeling,10.48550/arXiv.2503.03773,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"This is a primary genomic language modeling paper, but the provided evidence only shows biological sequence and phylogenetic inputs. No natural-language text or text-bio alignment is described, so it is excluded for lacking a text component.","""481 bp windows from the human reference genome GRCh38""; ""a phylogenetic tree T(i)""; no natural-language text is described here",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_003007,full_2026-07-06__rec_003007,rec_003007,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003007.md,VCWorld: A Biological World Model for Virtual Cell Simulation,,EXCLUDE,application_wrapper,mixed_signals,adjudicator,"The abstract and full text describe VCWorld as a perturbation-response predictor using an LLM reasoning engine, but the selected method section reformulates it as a gene-centric classification task with a text-based inference function. That supports biological data plus text, but only as an LLM-backed wrapper rather than a generative text-bio foundation model.","""knowledge graph-to-text pipeline for prompt generation""; ""reformulate the problem as a gene-centric classification task""; ""f : L(c,p,g,BioContext) → Prediction""; ""text-based inference function""",none,none,application_wrapper,mixed_signals
full_2026-07-06__rec_003185,full_2026-07-06__rec_003185,rec_003185,uncertain,data/docling_uncertain_manual_downloads_no_vlm_2026-07-08/markdown/rec_003185_enhancing_generative_perturbation_models_with_llm_informed_gene_embed.md,Enhancing generative perturbation models with llm-informed gene embeddings,,EXCLUDE,application_wrapper,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,application_wrapper,none,application_wrapper,none
full_2026-07-06__rec_003343,full_2026-07-06__rec_003343,rec_003343,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003343.md,Toward learning a foundational representation of cells and genes,,EXCLUDE,EC1_no_bio_modality,mixed_signals,adjudicator,"The substantive evidence is a GPT-4 technical report with text/image inputs and autoregressive next-token prediction, but no biological modality or text-to-bio bridge. The cell/gene title is not supported by the abstract or selected full-text sections.","""accept image and text inputs and produce text outputs""; ""pre-trained to predict the next token in a document""",EC1_no_bio_modality,none,none,mixed_signals
full_2026-07-06__rec_003361,full_2026-07-06__rec_003361,rec_003361,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003361.md,LangCell: Language-Cell 737 Pre-training for Cell Identity Understanding,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
full_2026-07-06__rec_003848,full_2026-07-06__rec_003848,rec_003848,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003848.md,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scRNA-seq and scATAC-seq analysis,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
june_update_2026-06-10__rec_000308,june_update_2026-06-10__rec_000308,rec_000308,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000308.md,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross …,10.1093/bib/bbag079,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
