"id","label","type","__class__","route_label","model_name","lifecycle_phase","task_or_configuration_verbatim","source_object_verbatim","source_object_normalized","source_modality_normalized","transformation_chain_verbatim","transformation_chain_normalized","model_visible_form_verbatim","carrier_family","carrier_subtype","insertion_or_fusion_verbatim","fusion_topology","text_role","input_status","evidence_quote","section_heading","supporting_figure_or_table","evidence_status","uncertainty","__provenance__","taxonomy_version","title","doi","input_routes"
"TaxonomyCodedRoute_293bb3ffce87fc01","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Graph neural network for perturbation prediction","OCellus","fine_tuning","Graph neural network for perturbation prediction","Protein-protein interactions from STRING v12.0 (human, taxon 9606), filtered to combined confidence at least 700, yield a graph of 15,309 nodes and 416,518 unique undirected edges.","STRING v12.0 human protein-protein interaction graph","graph","[]","[]","frozen OCellus gene embeddings to the working dimension, an indicator-projection layer encoding knockout and baseline gene indicators","dense_continuous_carrier","direct_projected_embedding","a linear embedding-projection layer (4,096 to 128 dimensions)","other_explicit","biological_payload","actual_model_input","Protein-protein interactions from STRING v12.0 (human, taxon 9606), filtered to combined confidence at least 700, yield a graph of 15,309 nodes and 416,518 unique undirected edges.","Graph neural network for perturbation prediction","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [49, 50], ""pages"": [46, 47, 48], ""refs"": [""#/texts/890"", ""#/texts/891"", ""#/texts/892"", ""#/texts/893"", ""#/texts/894"", ""#/texts/895"", ""#/texts/896"", ""#/texts/897""], ""spans"": [{""chunk"": 49, ""start"": 127, ""end"": 175}, {""chunk"": 50, ""start"": 127, ""end"": 175}]}","","","",""
"TaxonomyCodedRoute_94b088909dfbcb99","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Agent system","OCellus-Agent","fine_tuning","Planner LoRA fine-tuning","five thousand natural-language to directed-acyclic-graph pairs synthesized via an Anthropic-compatible GLM-5.2 application-programming-interface endpoint","natural-language to directed acyclic graph pairs","text","[]","[]","natural-language to directed-acyclic-graph pairs","text_native_token_stream","plain_language_prompt_or_question","dynamic LoRA swaps on the shared backbone","other_explicit","paired_alignment_supervision","paired_alignment_input","The Planner LoRA is fine-tuned on five thousand natural-language to directed-acyclic-graph pairs synthesized via an Anthropic-compatible GLM-5.2 application-programming-interface endpoint;","Agent system","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [3, 43, 50, 53, 57], ""pages"": [1, 2, 40, 46, 47, 48, 50, 51], ""refs"": [""#/tables/0"", ""#/texts/39"", ""#/texts/40"", ""#/texts/41"", ""#/texts/42"", ""#/texts/43"", ""#/texts/44"", ""#/texts/45""], ""spans"": [{""chunk"": 3, ""start"": 2809, ""end"": 2821}, {""chunk"": 43, ""start"": 460, ""end"": 472}, {""chunk"": 50, ""start"": 178, ""end"": 190}, {""chunk"": 53, ""start"": 448, ""end"": 460}]}","","","",""
"TaxonomyCodedRoute_98b78b2b49759f8f","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Tool Registry","OCellus-Agent","inference","fifteen registered tools grouped by category","The Tool Registry","tool registry","text","[]","[]","fifteen registered tools grouped by category","text_native_token_stream","other_evidence_grounded","loaded on demand through dynamic adapter swapping","retrieval_or_tool_context","metadata_or_context","actual_model_input","The Tool Registry comprises fifteen registered tools grouped by category:","Agent system","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 36, 50], ""pages"": [9, 10, 31, 32, 33, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/pictures/10"", ""#/texts/611"", ""#/texts/612""], ""spans"": [{""chunk"": 11, ""start"": 1521, ""end"": 1534}, {""chunk"": 35, ""start"": 704, ""end"": 717}, {""chunk"": 36, ""start"": 2573, ""end"": 2586}, {""chunk"": 50, ""start"": 2029, ""end"": 2042}]}","","","",""
"TaxonomyCodedRoute_f1cd917e49187315","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Gradio web interface","OCellus-Agent","inference","file upload (h5ad, CSV), natural-language queries","A Gradio web interface","Gradio web interface","text and tabular files","[]","[]","file upload (h5ad, CSV), natural-language queries, streaming Coordinator logs, automated visualization rendering, and download of the final annotated AnnData","text_native_token_stream","plain_language_prompt_or_question","file upload (h5ad, CSV), natural-language queries","retrieval_or_tool_context","instruction_or_query","actual_model_input","A Gradio web interface supports file upload (h5ad, CSV), natural-language queries,","Agent system","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [11, 35, 50], ""pages"": [9, 10, 31, 32, 46, 47, 48], ""refs"": [""#/texts/196"", ""#/texts/199"", ""#/texts/200"", ""#/texts/607"", ""#/texts/610"", ""#/texts/913"", ""#/texts/916"", ""#/texts/917""], ""spans"": [{""chunk"": 11, ""start"": 1580, ""end"": 1600}, {""chunk"": 35, ""start"": 763, ""end"": 783}, {""chunk"": 50, ""start"": 2523, ""end"": 2543}]}","","","",""
"TaxonomyCodedRoute_44635cdb140d24ca","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Evaluation protocols","OCellus","evaluation","All three model configurations (Qwen-3.5-9B base, OCellus-Pretrain, OCellus) are evaluated under identical prompts and decoding parameters","four benchmark datasets: pancreas (16,382 cells, 14 types), lung (32,472 cells, 17 types), PBMC (15,476 cells, 9 types), and aorta (9,625 cells, 12 types)","benchmark datasets for cell-type, multi-task, ranking, and spatial evaluation","single-cell transcriptomics, spatial transcriptomics, and perturbation biology","[]","[]","identical prompts and decoding parameters (greedy decoding, max_new_tokens equal to 80 for short-answer tasks and 400 for ranking tasks)","text_native_token_stream","structured_biological_prompt_or_task_scaffold","identical prompts and decoding parameters","tokenizer_sequence","instruction_or_query","actual_model_input","All three model configurations (Qwen-3.5-9B base, OCellus-Pretrain, OCellus) are evaluated under identical prompts and decoding parameters","Evaluation protocols","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [51, 52], ""pages"": [48, 49], ""refs"": [""#/texts/948"", ""#/texts/949"", ""#/texts/950"", ""#/texts/951"", ""#/texts/952"", ""#/texts/953"", ""#/texts/954"", ""#/texts/955""], ""spans"": [{""chunk"": 51, ""start"": 127, ""end"": 147}, {""chunk"": 52, ""start"": 127, ""end"": 147}]}","","","",""
"TaxonomyCodedRoute_a0fd5a40b53ff922","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Data availability","OCellus","unclear","Pre-trained model weights, GNN module checkpoints, evaluation code, SalusSTS data and the Agent system will be made available upon publication.","All datasets are publicly available: Replogle 2022 via the GEARS package; STRING v12 at string-db.org; encoder benchmark datasets at cellxgene.cziscience.com; spatial transcriptomics data via SToCorpus-88M.","public datasets and released artifacts","single-cell transcriptomics, protein-protein interaction, and spatial transcriptomics","[]","[]","Pre-trained model weights, GNN module checkpoints, evaluation code, SalusSTS data and the Agent system","other_evidence_grounded","other_evidence_grounded","will be made available upon publication","other_explicit","metadata_or_context","unclear","Pre-trained model weights, GNN module checkpoints, evaluation code, SalusSTS data and the Agent system will be made available upon publication.","Data availability","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [53, 54, 55], ""pages"": [50], ""refs"": [""#/texts/975"", ""#/texts/976"", ""#/texts/977"", ""#/texts/978"", ""#/texts/980"", ""#/texts/981"", ""#/texts/982"", ""#/texts/983""], ""spans"": [{""chunk"": 53, ""start"": 119, ""end"": 136}, {""chunk"": 54, ""start"": 119, ""end"": 136}, {""chunk"": 55, ""start"": 119, ""end"": 136}]}","","","",""
"TaxonomyCodedRoute_7e88c8227c40d17e","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Author contributions","OCellus","unclear","C.Z. designed the architecture, implemented the training framework, GNN module, and Agent system, conducted all experiments and benchmarks, and wrote the manuscript.","C.Z., E.L., Y.B., L.Z., and G.W.","author contribution statement","text","[]","[]","C.Z. designed the architecture, implemented the training framework, GNN module, and Agent system","other_evidence_grounded","other_evidence_grounded","designed the architecture, implemented the training framework, GNN module, and Agent system","other_explicit","metadata_or_context","unclear","C.Z. designed the architecture, implemented the training framework, GNN module, and Agent system, conducted all experiments and benchmarks, and wrote the manuscript.","Author contributions","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [54], ""pages"": [50], ""refs"": [""#/texts/980"", ""#/texts/981"", ""#/texts/982"", ""#/texts/983"", ""#/texts/984"", ""#/texts/985""], ""spans"": [{""chunk"": 54, ""start"": 137, ""end"": 157}]}","","","",""
"TaxonomyCodedRoute_a0c1cd9c9bbfdd25","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","Competing interest","OCellus","unclear","The authors declare no competing interests.","The authors declare no competing interests.","competing interests statement","text","[]","[]","The authors declare no competing interests.","other_evidence_grounded","other_evidence_grounded","The authors declare no competing interests.","other_explicit","metadata_or_context","unclear","The authors declare no competing interests.","Competing interest","","explicit_text","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [55], ""pages"": [50], ""refs"": [""#/texts/987"", ""#/texts/988"", ""#/texts/989"", ""#/texts/990"", ""#/texts/991"", ""#/texts/992"", ""#/texts/993"", ""#/texts/994""], ""spans"": [{""chunk"": 55, ""start"": 137, ""end"": 155}]}","","","",""
"TaxonomyCodedRoute_b05ca3de7f9f8db0","TaxonomyCodedRoute","entity","TaxonomyCodedRoute","References","OCellus","unclear","References section","References","reference list","text","[]","[]","References","other_evidence_grounded","other_evidence_grounded","","unclear","metadata_or_context","unclear","References","References","","explicit_text","No explicit model input is described in this section.","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""match"": ""verbatim"", ""chunks"": [56, 57, 58, 59], ""pages"": [50, 51, 52], ""refs"": [""#/texts/1003"", ""#/texts/1004"", ""#/texts/1005"", ""#/texts/1006"", ""#/texts/1007"", ""#/texts/1008"", ""#/texts/1011"", ""#/texts/1012""], ""spans"": [{""chunk"": 56, ""start"": 119, ""end"": 129}, {""chunk"": 57, ""start"": 119, ""end"": 129}, {""chunk"": 58, ""start"": 119, ""end"": 129}, {""chunk"": 59, ""start"": 119, ""end"": 129}]}","","","",""
"TaxonomyCodedDocument_7cb4884d3ce7360e","TaxonomyCodedDocument","entity","TaxonomyCodedDocument","","","","","","","","","","","","","","","","","","","","","","{""document_id"": ""9154912d2561c15bf30bec3bac821183"", ""scope"": ""document""}","input-representation-taxonomy-v1","OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-Language Reasoning","",""
