candidate_type,route_id,configuration_id,model_id,study_id,record_id,title,route_label,model_name,lifecycle_phase,task_or_configuration_verbatim,source_object_verbatim,source_object_normalized,source_modality_normalized,transformation_chain_verbatim,transformation_chain_normalized,model_visible_form_verbatim,carrier_family,carrier_subtype,insertion_or_fusion_verbatim,fusion_topology,text_role,input_status,evidence_quote,section_heading,supporting_figure_or_table,evidence_status,uncertainty,source_candidate_refs,dense_candidate_refs,pages,doc_item_refs,provenance_match,picture_only_provenance,candidate_quote_match,quote_verified_in_canonical_markdown,quote_verified_in_native_items,taxonomy_consistent,final_grounding_valid,semantic_correction
accepted_input_route,route_1266d867c22a,config_7c579f0ae115,model_77f5da416a80,study_89ea5bd2179f,full_2026-07-06__rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,MedMCQA biomedical QA fine-tuning,BioMedGPT-10B,fine_tuning,training set of MedMCQA,MedMCQA training set of biomedical multiple-choice QA pairs,MedMCQA training questions and answers,text,['fine-tune the language model of BioMedGPT-10B on the training sets of PubMedQA and MedMCQA'],['fine-tune on MedMCQA QA pairs'],text question-answer pairs,text_native_token_stream,structured_biological_prompt_or_task_scaffold,language-model fine-tuning,tokenizer_sequence,paired_alignment_supervision,paired_alignment_input,We fine-tune the language model of BioMedGPT-10B on the training sets of PubMedQA and MedMCQA,4.1 Biomedical QA,Table 2,text_plus_figure,The paper states PubMedQA and MedMCQA together; this route is split to satisfy the one-source-object-per-route constraint.,['full_2026-07-06__rec_003214::route_004'],[],"[6, 7]","['#/texts/149', '#/texts/150', '#/texts/151', '#/texts/152', '#/texts/154', '#/texts/155', '#/texts/156', '#/texts/157']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_296252896033,config_93d6111bd0d4,model_77f5da416a80,study_89ea5bd2179f,full_2026-07-06__rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,biomedical QA out-of-domain evaluation,BioMedGPT-10B,evaluation,out-of-domain (OOD) evaluation on USMLE without additional fine-tuning on its training set,USMLE multiple-choice questions,USMLE multiple-choice questions,text,['evaluate on USMLE without additional fine-tuning'],['evaluate without additional fine-tuning'],text multiple-choice questions,text_native_token_stream,structured_biological_prompt_or_task_scaffold,language-model evaluation,tokenizer_sequence,instruction_or_query,actual_model_input,out-of-domain (OOD) evaluation on USMLE without additional fine-tuning on its training set.,4.1 Biomedical QA,Table 2,text_plus_figure,,['full_2026-07-06__rec_003214::route_005'],[],"[6, 7]","['#/texts/149', '#/texts/150', '#/texts/151', '#/texts/152', '#/texts/154', '#/texts/155', '#/texts/156', '#/texts/157']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_8e681fc01a87,config_4ee24c8d744b,model_77f5da416a80,study_89ea5bd2179f,full_2026-07-06__rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,molecule QA inference,BioMedGPT-10B,evaluation,generating a text response given a specific molecule and a text query over its properties,a specific molecule,molecule,small molecule,"['encode molecule structure', 'align to natural language', 'generate text response']","['encode source molecule', 'align with natural language', 'generate response']",<molecule><moleculeHere></molecule> plus text query,dense_continuous_carrier,direct_projected_embedding,prompt-based multimodal alignment,placeholder_replacement,instruction_or_query,actual_model_input,Molecule QA involves generating a text response given a specific molecule and a text query over its properties.,4.2 Molecule QA,Table 3,text_plus_figure,,['full_2026-07-06__rec_003214::route_006'],[],"[7, 8]","['#/tables/2', '#/texts/161', '#/texts/162', '#/texts/164', '#/texts/165', '#/texts/166', '#/texts/167']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_59d034a752b8,config_6011f840729d,model_77f5da416a80,study_89ea5bd2179f,full_2026-07-06__rec_003214,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,protein QA inference,BioMedGPT-10B,evaluation,generating a text response to a query about a given protein,a given protein,protein,protein/peptide,"['encode protein sequence', 'align to natural language', 'generate text response']","['encode source protein', 'align with natural language', 'generate response']",<protein><proteinHere></protein> plus text query,dense_continuous_carrier,direct_projected_embedding,prompt-based multimodal alignment,placeholder_replacement,instruction_or_query,actual_model_input,Protein QA involves generating a text response to a query about a given protein,4.3 Protein QA,Table 4,text_plus_figure,,['full_2026-07-06__rec_003214::route_007'],[],[8],"['#/tables/3', '#/texts/169', '#/texts/170', '#/texts/171', '#/texts/172', '#/texts/173']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_f3c4de37c76d,config_3c89875f2614,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath visual route for Pathology VQA,TeamPath-7B,inference,Pathology VQA,pathology image,pathology image,histopathology image,"['image preprocessing', 'patch/token extraction', 'visual encoding']","['image preprocessing', 'patch/token extraction', 'visual encoding']",pathology image patches/tokens,visual_raster_carrier,raw_slide_or_patch_input,fed through the Expert Vis Encoder,encoder_decoder,instruction_or_query,actual_model_input,accepts text prompts u1D447 and pathology image u1D443 as inputs.,4. Methods,Figure 1(c),text_plus_figure,,['full_2026-07-06__rec_003323::route_001'],['dense::full_2026-07-06__rec_003323::0001'],"[6, 7, 15, 16]","['#/pictures/1', '#/texts/114', '#/texts/220', '#/texts/221', '#/texts/222', '#/texts/223', '#/texts/224', '#/texts/225', '#/texts/606', '#/texts/607', '#/texts/610', '#/texts/611', '#/texts/612', '#/texts/613', '#/texts/614', '#/texts/615']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_7de6129d042f,config_3c89875f2614,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath text route for Pathology VQA,TeamPath-7B,inference,Pathology VQA,question prompt,question prompt,text,"['tokenization', 'language encoding']","['tokenization', 'language encoding']",tokenized text prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,fed through the Expert Lang Encoder,tokenizer_sequence,instruction_or_query,actual_model_input,"Your task: 1. Think through the question step by step, enclose your reasoning process in <think>...</think> tags. 2. Then provide the correct single-letter choice (A, B, C, D,...) inside <answer>...</answer> tags. 3. No extra information or text outside of these tags.",A. Prompt list,,explicit_text,,['full_2026-07-06__rec_003323::route_002'],[],"[26, 27]","['#/texts/946', '#/texts/947', '#/texts/948', '#/texts/949', '#/texts/950', '#/texts/951', '#/texts/952', '#/texts/953']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_2c2128dcddb3,config_fe46364f26ee,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath visual route for caption summary,TeamPath-7B,fine_tuning,caption summary,histopathology image,histopathology image,histopathology image,"['image preprocessing', 'patch/token extraction', 'visual encoding']","['image preprocessing', 'patch/token extraction', 'visual encoding']",histopathology image patches/tokens,visual_raster_carrier,raw_slide_or_patch_input,fed through the Expert Vis Encoder,encoder_decoder,instruction_or_query,paired_alignment_input,You are also given a question and an analysis for the question. Your job is to outline your step-by-step thought process for deriving a correct solution and also write down the correct solution. Using this format: <think> Your step-by-step reasoning of the question and solution < / think><answer> Your final answer < / answer> Question: question Solution: out_verifier.,2. Results,Figure 5,text_plus_figure,The paper uses this route in both training and testing; I anchored it to the paired finetuning input side.,['full_2026-07-06__rec_003323::route_003'],[],"[12, 26, 27]","['#/pictures/5', '#/texts/946', '#/texts/947', '#/texts/948', '#/texts/949', '#/texts/950', '#/texts/951', '#/texts/952']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_1b204f10d57b,config_fe46364f26ee,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath text route for caption summary,TeamPath-7B,fine_tuning,caption summary,summarization prompt,summarization prompt,text,"['tokenization', 'language encoding']","['tokenization', 'language encoding']",tokenized summarization prompt,text_native_token_stream,plain_language_prompt_or_question,fed through the Expert Lang Encoder,tokenizer_sequence,instruction_or_query,paired_alignment_input,"Your task: 1. Think through the question step by step, enclose your reasoning process in <think>...</think> tags. 2. Then provide the correct single-letter choice (A, B, C, D,...) inside <answer>...</answer> tags. 3. No extra information or text outside of these tags.",A. Prompt list,,explicit_text,The prompt family is also reused in the paper's caption-summary setup; I anchored it to the finetuning-side prompt input.,['full_2026-07-06__rec_003323::route_004'],[],"[26, 27]","['#/texts/946', '#/texts/947', '#/texts/948', '#/texts/949', '#/texts/950', '#/texts/951', '#/texts/952', '#/texts/953']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_4487dad29d73,config_72100b5b5b86,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath visual route for cross-modality generation,TeamPath-7B,fine_tuning,spatial transcriptomic profile generation,histopathology image ROI,histopathology image ROI,histopathology image,"['ROI extraction', 'image preprocessing', 'patch/token extraction', 'visual encoding']","['ROI extraction', 'image preprocessing', 'patch/token extraction', 'visual encoding']",ROI image patches/tokens,visual_raster_carrier,raw_slide_or_patch_input,fed through the Expert Vis Encoder,encoder_decoder,instruction_or_query,paired_alignment_input,paired histopathology images and transcriptomic profiles generated with the Visium technology,2. Results,Figure 6,text_plus_figure,The paper uses this route in both training and evaluation; I anchored it to the finetuning-side paired-input configuration.,['full_2026-07-06__rec_003323::route_005'],[],"[12, 13]","['#/pictures/5', '#/texts/488', '#/texts/489', '#/texts/490', '#/texts/491', '#/texts/492', '#/texts/493', '#/texts/494']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_fd38a0d4631c,config_72100b5b5b86,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath text route for cross-modality generation,TeamPath-7B,fine_tuning,spatial transcriptomic profile generation,gene-expression prompt,gene-expression prompt,text,"['prompt construction from ranked genes', 'tokenization', 'language encoding']","['prompt construction from ranked genes', 'tokenization', 'language encoding']",text prompt describing ranked genes / spot sentence,text_native_token_stream,structured_biological_prompt_or_task_scaffold,fed through the Expert Lang Encoder,tokenizer_sequence,instruction_or_query,paired_alignment_input,Generate a list of 100 genes in order of descending expression from one spot shown in the histopathology image in IDC disease. Cell sentence:,A. Prompt list,Figure 6,explicit_text,The prompt family is used in the cross-modality generation training setup and also referenced for evaluation; I anchored it to the finetuning-side instruction input.,['full_2026-07-06__rec_003323::route_006'],[],[27],['#/texts/983'],['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_46dffe37ada4,config_6a1be0cac103,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath visual route for verifier-corrector collaboration,TeamPath-7B,inference,self-verification/correction pipeline,pathology image,pathology image,histopathology image,"['image preprocessing', 'patch/token extraction', 'visual encoding']","['image preprocessing', 'patch/token extraction', 'visual encoding']",pathology image patches/tokens,visual_raster_carrier,raw_slide_or_patch_input,fed into the verifier-corrector pipeline together with the human answer and reasoning path,encoder_decoder,metadata_or_context,actual_model_input,"Using TeamPath as an AI Copilot to help pathologists. To formalize our method as an AI Assistant, we consider two case studies inspired by the Path VQA experiments with pathologists. We invite the pathologists to answer 50 questions extracted from PathMMU from the five categories, and record their answers as well as reasoning steps. Our first case is a verifier-corrector pipeline, which can detect the incorrect answers made by pathologists and generate the correct answers. Our pipeline utilizes one verifier (a VLM, default as o4-mini) to verify whether the answers and questions proposed by pathologists are correct or not. If it is justified as wrong, we will call the corrector (also a VLM, default as TeamPath used for Pathology VQA) to fix it. Otherwise, the correct answer will be returned. We have a specific threshold to limit the number of epochs in this loop. Our algorithm is summarized in Algorithm 1. We define the success of a self-verification/correction system as follows: if the expert answer is correct, or the expert answer is wrong but the answer produced by this system is correct.",2. Results,Figure 4,text_plus_figure,,['full_2026-07-06__rec_003323::route_007'],[],"[17, 18]","['#/texts/673', '#/texts/674', '#/texts/675', '#/texts/676', '#/texts/679', '#/texts/680', '#/texts/681', '#/texts/682']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_fb28f16be37b,config_6a1be0cac103,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath text route for verifier-corrector collaboration,TeamPath-7B,inference,self-verification/correction pipeline,"question, human answer, and reasoning path",question-answer-reasoning context,text,"['concatenation', 'tokenization', 'language encoding']","['concatenation', 'tokenization', 'language encoding']",concatenated question-answer-reasoning text,text_native_token_stream,structured_biological_prompt_or_task_scaffold,fed into the verifier-corrector pipeline as textual context,concatenation,metadata_or_context,actual_model_input,"Question u1D444 u1D440 , pathology image u1D43C u1D446 , human answer u1D442 u1D434 , reasoning path u1D442 u1D445",4. Methods,Algorithm 1,explicit_text,,['full_2026-07-06__rec_003323::route_008'],['dense::full_2026-07-06__rec_003323::0003'],"[17, 18]","['#/texts/673', '#/texts/674', '#/texts/675', '#/texts/676', '#/texts/679', '#/texts/680', '#/texts/681', '#/texts/682', '#/texts/698', '#/texts/699']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_52285b2945fb,config_f8beb1aa7e3d,model_382b827ca741,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,o4-mini self-verifier text route,o4-mini,inference,self-verification,question and proposed solution,question and proposed solution,text,"['concatenation', 'tokenization', 'language encoding']","['concatenation', 'tokenization', 'language encoding']",question-and-proposed-solution text,text_native_token_stream,structured_biological_prompt_or_task_scaffold,fed through the verifier prompt,concatenation,instruction_or_query,actual_model_input,You are given a QUESTION and a PROPOSED SOLUTION.,A. Prompt list,,explicit_text,,['full_2026-07-06__rec_003323::route_009'],[],"[26, 27]","['#/texts/946', '#/texts/947', '#/texts/948', '#/texts/949', '#/texts/950', '#/texts/951', '#/texts/952', '#/texts/953']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_22f773f4ee00,config_a7d6fa3454ba,model_6a1d79c2e81c,study_27fd0c39d9c3,full_2026-07-06__rec_003323,Teampath: Building multimodal pathology experts with reasoning ai copilots,TeamPath self-corrector text route,TeamPath-7B,inference,self-correction,question and analysis,question and analysis,text,"['concatenation', 'tokenization', 'language encoding']","['concatenation', 'tokenization', 'language encoding']",question-and-analysis text,text_native_token_stream,structured_biological_prompt_or_task_scaffold,fed through the self-corrector prompt,concatenation,instruction_or_query,actual_model_input,You are also given a question and an analysis for the question.,A. Prompt list,,explicit_text,,['full_2026-07-06__rec_003323::route_010'],[],"[26, 27]","['#/texts/946', '#/texts/947', '#/texts/948', '#/texts/949', '#/texts/950', '#/texts/951', '#/texts/952', '#/texts/953']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_df861ea65ff9,config_67c7221374cf,model_958497e0e4e2,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,Pretraining on NCBI NT sequences,OmniNA,pretraining,sequence data with textual annotations as feature-ordered input,nucleotide sequences from the Nucleotide (NT) Database,NCBI NT nucleotide sequences,nucleotide sequence,"['sliding window approach', 'truncated to 3000 bp', 'excluded sequences with length < 200 bp', 'filtered out sequences containing two or more consecutive N nucleotides', 'sentence-based chunks', 'tokenized using the trained tokenizer']","['curate NT sequences', 'truncate and filter sequences', 'chunk into sentence-based inputs', 'tokenize with trained subword tokenizer']",tokenized nucleotide sequence chunks,discrete_biological_symbol_stream,native_biological_token_stream,prompts to organize the sequence data with the text annotations as feature-ordered input for model pre-training,tokenizer_sequence,biological_payload,actual_model_input,"We curated sequence data along with corresponding textual annotations from the Nucleotide (NT) Database of the National Center for Biotechnology Information (NCBI) up to April, 2023. The NT database is composed of nucleotide sequences in FASTA format, accompanied by text annotations including organism names, taxonomic classifications, gene and gene product names, and functional descriptions. These annotations provide context for training, linking the sequences to relevant biological information. The annotations obtained from the NCBI NT database comply with the standards established by the International Nucleotide Sequence Database Collaboration [ 10 ]. This framework ensures consistency through controlled vocabularies and a standardized taxonomic hierarchy integrated with the NCBI Taxonomy database. The data encompass genomic DNA and RNA sequences derived from a wide range of species, enabling a diverse foundation for self-supervised learning tasks. To characterize the annotation landscape used during pre-training, we quantified the distribution of sequence types, taxonomic labels, and token embeddings derived from the curated annotations. The composition of sequence types and taxonomic ranks across the corpus is summarized in Supplementary Table S1 and visualized in Supplementary Fig. S1 A -C, providing an overview of the species diversity represented in the dataset. We further parsed all textual annotations into 20 token categories, forming a structured label space for model training. These token embeddings were analyzed using UMAP, revealing coherent clustering patterns that reflect shared biological or functional themes ( Supplementary Fig. S1 D). A detailed description of each token cluster, including representative themes and example annotations, is provided in Supplementary Table S2 . Employing a sliding window approach, sequences longer than 3000 bp were truncated to 3000 bp, while sequences with a length < 200 bp were excluded. We filtered out sequences containing two or more consecutive N nucleotides. Subsequently, a total of 91 732 311 sequences were included, collectively comprising 1 076 183 408 570 bases. The textual annotations totaled 197 089 040 words. We randomly selected 98% of the data for training and allocated 1% each for validation and testing. We designed prompts to organize the sequence data with textual annotations as feature-ordered input for model pre-training. As shown in Supplementary Table S3 , the prompt is composed of three modules: (i) an instruction, (ii) a nucleotide sequence, and (iii) an annotation.",Data processing for OmniNA pre-training,Supplementary Table S3,explicit_text,,['full_2026-07-06__rec_003394::route_001'],"['dense::full_2026-07-06__rec_003394::0053', 'dense::full_2026-07-06__rec_003394::0054']","[2, 3]","['#/texts/26', '#/texts/28', '#/texts/31', '#/texts/32', '#/texts/33', '#/texts/34', '#/texts/35', '#/texts/36', '#/texts/37']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_e5dcb7e44939,config_67c7221374cf,model_958497e0e4e2,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,Pretraining on NCBI NT annotations,OmniNA,pretraining,sequence data with textual annotations as feature-ordered input,textual annotations from the Nucleotide (NT) Database,NCBI NT textual annotations,text,"['parsed into 20 token categories', 'sentence-based chunks', 'tokenized using the trained tokenizer']","['parse NT annotations into token categories', 'chunk into sentence-based inputs', 'tokenize with trained subword tokenizer']",tokenized annotation chunks,text_native_token_stream,serialized_biological_context_or_ordered_profile,prompts to organize the sequence data with textual annotations as feature-ordered input for model pre-training,tokenizer_sequence,semantic_annotation,actual_model_input,"We curated sequence data along with corresponding textual annotations from the Nucleotide (NT) Database of the National Center for Biotechnology Information (NCBI) up to April, 2023. The NT database is composed of nucleotide sequences in FASTA format, accompanied by text annotations including organism names, taxonomic classifications, gene and gene product names, and functional descriptions. These annotations provide context for training, linking the sequences to relevant biological information. The annotations obtained from the NCBI NT database comply with the standards established by the International Nucleotide Sequence Database Collaboration [ 10 ]. This framework ensures consistency through controlled vocabularies and a standardized taxonomic hierarchy integrated with the NCBI Taxonomy database. The data encompass genomic DNA and RNA sequences derived from a wide range of species, enabling a diverse foundation for self-supervised learning tasks. To characterize the annotation landscape used during pre-training, we quantified the distribution of sequence types, taxonomic labels, and token embeddings derived from the curated annotations. The composition of sequence types and taxonomic ranks across the corpus is summarized in Supplementary Table S1 and visualized in Supplementary Fig. S1 A -C, providing an overview of the species diversity represented in the dataset. We further parsed all textual annotations into 20 token categories, forming a structured label space for model training. These token embeddings were analyzed using UMAP, revealing coherent clustering patterns that reflect shared biological or functional themes ( Supplementary Fig. S1 D). A detailed description of each token cluster, including representative themes and example annotations, is provided in Supplementary Table S2 . Employing a sliding window approach, sequences longer than 3000 bp were truncated to 3000 bp, while sequences with a length < 200 bp were excluded. We filtered out sequences containing two or more consecutive N nucleotides. Subsequently, a total of 91 732 311 sequences were included, collectively comprising 1 076 183 408 570 bases. The textual annotations totaled 197 089 040 words. We randomly selected 98% of the data for training and allocated 1% each for validation and testing. We designed prompts to organize the sequence data with textual annotations as feature-ordered input for model pre-training. As shown in Supplementary Table S3 , the prompt is composed of three modules: (i) an instruction, (ii) a nucleotide sequence, and (iii) an annotation.",Data processing for OmniNA pre-training,Supplementary Table S3,explicit_text,,['full_2026-07-06__rec_003394::route_002'],"['dense::full_2026-07-06__rec_003394::0053', 'dense::full_2026-07-06__rec_003394::0054']","[2, 3]","['#/texts/26', '#/texts/28', '#/texts/31', '#/texts/32', '#/texts/33', '#/texts/34', '#/texts/35', '#/texts/36', '#/texts/37']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_4b44933472fc,config_2e7a71d91547,model_958497e0e4e2,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,Multi-task QA fine-tuning on nucleotide sequences,OmniNA,fine_tuning,question-answer (QA) paradigm,nucleotide sequences,nucleotide sequence,nucleotide sequence,"['prompts composed of four components', 'autoregressive learning']","['compose instruction + nucleotide sequence + test question + expected answer prompt', 'train only the answer autoregressively']","prompt composed of instruction, nucleotide sequence, test question, and expected answer",text_native_token_stream,structured_biological_prompt_or_task_scaffold,each task instance includes a prompt composed of four components,tokenizer_sequence,paired_alignment_supervision,paired_alignment_input,"In the fine-tuning phase, the model was further trained using supervised learning on task-specific datasets. Here, the model was trained to generate text annotations (e.g. biological responses or answers to questions) given nucleotide sequences as input. We adopted an autoregressive learning framework, where the model predicted the next token, with the targets being annotation tokens rather than nucleotide bases. As shown in Supplementary Table S3 , each task instance includes a prompt composed of four components: (i) an instruction, (ii) a nucleotide sequence, (iii) a test question, and (iv) an expected answer. The first two parts are fixed for all tasks, while the question and answer are task-specific. In the fine-tuning stage, only the answer was trained in an autoregressive manner. The model is fine-tuned using the AdamW optimizer for 2 epochs [ 18 ], with the following hyper-parameters: β 1 = 0.9 and β 2 = 0.999. The learning rate and batch size are varied with the size of the model. The learning rate is decayed with a cosine schedule and a warmup ratio of 0.03.",Apply the model for multi-task fine-tuning,Supplementary Table S3,explicit_text,,['full_2026-07-06__rec_003394::route_003'],['dense::full_2026-07-06__rec_003394::0005'],[5],['#/texts/52'],['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_c0eec7eef6c6,config_c1b046f46613,model_958497e0e4e2,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,Sequence-only deployment on nucleotide sequences,OmniNA,inference,sequence-only inputs,nucleotide sequences,nucleotide sequence,nucleotide sequence,['sequence-only inference pathway'],"['annotation-free deployment', 'sequence-only inference']",sequence-only inputs,discrete_biological_symbol_stream,native_biological_token_stream,annotation tokens are neither required nor used,tokenizer_sequence,biological_payload,actual_model_input,annotation tokens are neither required nor used,Description of the downstream tasks,Supplementary Fig. S4,explicit_text,,['full_2026-07-06__rec_003394::route_004'],['dense::full_2026-07-06__rec_003394::0004'],"[4, 5]","['#/texts/47', '#/texts/50']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_ba08dd614cf3,config_39587c399935,model_958497e0e4e2,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,cfRNA pancreas tumor-vs-normal classification,OmniNA,fine_tuning,cell-free RNA sequences of pancreas patients and normal persons,cell-free RNA sequences from GSE136651,cfRNA sequences from GSE136651,RNA sequence,"['adapter trimming', 'randomly sample 30-bp fragments', 'concatenate 70 fragments to form one input sequence per patient', '1000 inputs per patient are generated', 'five-fold cross-validation with an 80/20 split stratified by patient']","['trim adapters', 'sample and concatenate RNA fragments', 'build one input sequence per patient', 'cross-validate by patient']",concatenated RNA fragments,discrete_biological_symbol_stream,native_biological_token_stream,"after adapter trimming, we randomly sample 30-bp fragments and concatenate 70 fragments to form one input sequence per patient",concatenation,biological_payload,actual_model_input,"11 categories. Negative examples were randomly sampled from protein-coding genes in NCBI RefSeq bacterial genomes and filtered by BLAST against CARD/VFDB to remove significantly high-similarity hits. Phage -host labels of bacteriophage were collected from PhageScope [ 38 ]. We retained 12 host taxa with ≥ 1000 sequences each. Host labels of eukaryotic viruses were collected from DeepHost dataset [ 39 ]. We retained 144 host taxa with ≥ 50 sequences each. For both bacterial functional sequence and host specificity prediction tasks, the data were split into training, validation, and test sets in an 8:1:1 ratio. cell-free RNA sequences of pancreas patients and normal persons were collected from GSE136651. After adapter trimming, we randomly sample 30-bp fragments and concatenate 70 fragments to form one input sequence per patient; 1000 inputs per patient are generated. Model logits are averaged across a patient's inputs (threshold 0.5) to obtain the patient-level label. We conduct five-fold cross-validation with an 80/20 split stratified by patient, ensuring no patient overlap between training and test folds.",Description of the downstream tasks,Supplementary Fig. S9 F,explicit_text,,['full_2026-07-06__rec_003394::route_005'],['dense::full_2026-07-06__rec_003394::0045'],"[4, 5, 10]","['#/texts/47', '#/texts/50', '#/texts/90']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_e56839df26bb,config_19b05e7c85c9,model_eb69df38d690,study_5b610ed9c766,full_2026-07-06__rec_003394,A foundation model for nucleotide sequences.,Saturation mutation analysis,OmniNA-1.7B,evaluation,saturation mutation analysis,mutated and wild-type nucleotide sequences,paired mutated and wild-type nucleotide sequences,nucleotide sequence,"['compare log-likelihood against the corresponding wild-type nucleotide sequence', 'estimate the LL with the OmniNA-1.7B model']","['compare mutated versus wild-type sequence likelihood', 'score mutation effect by LL difference']",mutated ( s mut ) and wild-type ( s WT ) nucleotide sequences,discrete_biological_symbol_stream,native_biological_token_stream,mutation effects using log-likelihood (LL) differences,tokenizer_sequence,biological_payload,actual_model_input,We quantify mutation effects using log-likelihood (LL) differences between mutated ( s mut ) and wild-type ( s WT ) nucleotide sequences:,Saturation mutation analysis,Figure 5A,explicit_text,,[],['dense::full_2026-07-06__rec_003394::0007'],[5],"['#/texts/57', '#/texts/58', '#/texts/59', '#/texts/60', '#/texts/61', '#/texts/62', '#/texts/63']",['verbatim'],False,True,True,True,True,True,
