action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,DOI match: 10.64898/2026.05.07.723555,111,biorxiv_medrxiv,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses,10.64898/2026.05.07.723555,semantic_scholar,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses
MERGE,DOI match: 10.64898/2026.05.25.727736,2,biorxiv_medrxiv,Cycle-consistent deep generative modeling unifies cellular states across unpaired spatial and single,10.64898/2026.05.25.727736,pubmed,Cycle-consistent deep generative modeling unifies cellular states across unpaired spatial and single
MERGE,DOI match: 10.64898/2026.05.13.725007,224,biorxiv_medrxiv,Hidden State Genomics:  <i>Graph-Based Analysis of Sparse Auto-Encoder Feature Activity in Genomic L,10.64898/2026.05.13.725007,semantic_scholar,Hidden State Genomics: Graph-Based Analysis of Sparse Auto-Encoder Feature Activity in Genomic Langu
MERGE,DOI match: 10.64898/2026.04.26.720917,184,biorxiv_medrxiv,GRNPred: A Multimodal Graph Transformer with Masked Gene Expression Pretraining for Gene Regulatory ,10.64898/2026.04.26.720917,semantic_scholar,GRNPred: A Multimodal Graph Transformer with Masked Gene Expression Pretraining for Gene Regulatory 
MERGE,DOI match: 10.64898/2026.06.01.729028,127,biorxiv_medrxiv,Integrating Histology with Spatial Molecular Programs Using a Multimodal Foundation Model,10.64898/2026.06.01.729028,semantic_scholar,Integrating Histology with Spatial Molecular Programs Using a Multimodal Foundation Model
MERGE,DOI match: 10.64898/2026.04.20.719684,209,biorxiv_medrxiv,"Autonomous multimodal agents enable transparent, spatiotemporal reconstruction of immune dynamics in",10.64898/2026.04.20.719684,semantic_scholar,"Autonomous multimodal agents enable transparent, spatiotemporal reconstruction of immune dynamics in"
NEW,No match found,274,biorxiv_medrxiv,AI as a catalyst for mechanistic target discovery: Integrating systems pharmacology and multimodal d,10.22541/authorea.15003184/v1,,
MERGE,DOI match: 10.64898/2026.04.22.720196,154,biorxiv_medrxiv,Multi-Modal Deep Learning Integrates Spatial Topologies and Sequential Motifs to Identify Class I HD,10.64898/2026.04.22.720196,semantic_scholar,Multi-Modal Deep Learning Integrates Spatial Topologies and Sequential Motifs to Identify Class I HD
MERGE,DOI match: 10.64898/2026.05.13.724718,148,biorxiv_medrxiv,STEM-LM: Spatio-Temporal Ecological Modeling via Masked Language Model for Joint Species Distributio,10.64898/2026.05.13.724718,semantic_scholar,STEM-LM: Spatio-Temporal Ecological Modeling via Masked Language Model for Joint Species Distributio
MERGE,DOI match: 10.64898/2026.05.01.722279,146,biorxiv_medrxiv,An LLM-driven pipeline for proteomics-based detection and structural modeling of post-translational ,10.64898/2026.05.01.722279,semantic_scholar,An LLM-driven pipeline for proteomics-based detection and structural modeling of post-translational 
MERGE,DOI match: 10.64898/2026.05.06.723362,21,biorxiv_medrxiv,A fine-tuned genomic language model adds complementary nucleotide-context information to missense va,10.64898/2026.05.06.723362,pubmed,A fine-tuned genomic language model adds complementary nucleotide-context information to missense va
MERGE,DOI match: 10.64898/2026.05.30.728966,120,biorxiv_medrxiv,Topology-aware reconstruction of cellular state landscapes from microscopy using self-supervised lea,10.64898/2026.05.30.728966,semantic_scholar,Topology-aware reconstruction of cellular state landscapes from microscopy using self-supervised lea
MERGE,DOI match: 10.64898/2026.04.21.719816,138,biorxiv_medrxiv,"Back to BERT in 2026: ModernGENA as a Strong, Efficient Baseline for DNA Foundation Models",10.64898/2026.04.21.719816,semantic_scholar,"Back to BERT in 2026: ModernGENA as a Strong, Efficient Baseline for DNA Foundation Models"
MERGE,DOI match: 10.64898/2026.05.22.727045,175,biorxiv_medrxiv,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome,10.64898/2026.05.22.727045,semantic_scholar,OryzaG3: A Single-species Genomic Foundation Model Pretrained on Rice Pangenome
MERGE,DOI match: 10.64898/2026.05.12.724296,100,biorxiv_medrxiv,Benchmarking long-context genome language models on biosynthetic gene clusters,10.64898/2026.05.12.724296,semantic_scholar,Benchmarking long-context genome language models on biosynthetic gene clusters
NEW,No match found,275,biorxiv_medrxiv,"Explainable Artificial Intelligence in Precision Medicine: Methods, Applications, and Challenges",10.20944/preprints202605.2039.v1,,
MERGE,DOI match: 10.64898/2026.05.09.723936,132,biorxiv_medrxiv,Transferable spatial omics deconvolution with SpaRank,10.64898/2026.05.09.723936,semantic_scholar,Transferable spatial omics deconvolution with SpaRank
MERGE,DOI match: 10.1007/s40263-026-01295-8,78,springernature,"Enhancing Drug Response Prediction in Epilepsy with Emerging Multimodal Models: Focus on Clinical, P",10.1007/s40263-026-01295-8,scopus,"Enhancing Drug Response Prediction in Epilepsy with Emerging Multimodal Models: Focus on Clinical, P"
MERGE,DOI match: 10.1186/s12864-026-13003-3,11,springernature,DeepCas12a: a hybrid deep learning framework for accurate AsCas12a efficiency prediction from sequen,10.1186/s12864-026-13003-3,pubmed,DeepCas12a: a hybrid deep learning framework for accurate AsCas12a efficiency prediction from sequen
NEW,No match found,276,springernature,Artificial intelligence in cancer immunotherapy: current trends in predicting response and personali,10.1186/s43046-026-00371-w,,
MERGE,DOI match: 10.1186/s11658-026-00947-3,14,springernature,KRAS^G12V/A146T mutations are associated with nCRT resistance via enhanced DNA double-strand break r,10.1186/s11658-026-00947-3,pubmed,KRAS
NEW,No match found,277,springernature,Artificial intelligence and transforming cancer care,10.1007/s12672-026-05242-3,,
NEW,No match found,278,springernature,A large-scale unified deep learning model for peptide mass spectrum interpretation trained on multim,10.1038/s42256-026-01234-8,,
NEW,No match found,279,springernature,Integrative Multimodal Biomarker and AI-Driven Prognostic and Predictive Modeling in Stage IV Non-Sm,10.1007/s42399-026-02424-6,,
MERGE,DOI match: 10.1038/s41598-026-54844-y,25,springernature,Semantic embedding of variant effect annotations enables rapid and accurate pathogenicity prediction,10.1038/s41598-026-54844-y,pubmed,Semantic embedding of variant effect annotations enables rapid and accurate pathogenicity prediction
NEW,No match found,280,springernature,Computational approaches for multimodal lineage tracing,10.1038/s41576-026-00969-9,,
NEW,No match found,281,springernature,Predicting Fracture Risk in Elderly Patients with Osteoporosis: Advances in Clinical Prediction Tool,10.1007/s12204-026-2923-z,,
NEW,No match found,282,springernature,HESpotEx: a dual-stream deep learning framework for spot-level gene expression prediction from histo,10.1038/s43588-026-00992-0,,
MERGE,DOI match: 10.1038/s41746-026-02735-x,32,springernature,Multimodal interpretable deep learning for transcriptome-informed precision oncology and drug mechan,10.1038/s41746-026-02735-x,pubmed,Multimodal interpretable deep learning for transcriptome-informed precision oncology and drug mechan
MERGE,DOI match: 10.1038/s41392-026-02691-8,38,springernature,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk,10.1038/s41392-026-02691-8,pubmed,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk.
MERGE,DOI match: 10.1038/s41467-026-72882-y,43,springernature,CAPTAIN: a multimodal foundation model pretrained on co-assayed single-cell RNA and protein,10.1038/s41467-026-72882-y,pubmed,CAPTAIN: a multimodal foundation model pretrained on co-assayed single-cell RNA and protein.
NEW,No match found,283,springernature,Non-invasive profiling of the tumour microenvironment with spatial ecotypes,10.1038/s41586-026-10452-4,,
NEW,No match found,284,springernature,SPARROW: subtyping Parkinson’s disease with agentic reasoning and robust omics workflow,10.1038/s44387-026-00109-y,,
NEW,No match found,285,springernature,MAMMAL - Molecular Aligned Multi-Modal Architecture and Language for biomedical discovery,10.1038/s44386-026-00047-4,,
NEW,No match found,286,springernature,Deep Learning and Explainable AI for Ovarian Cancer Detection: A Comprehensive Literature Review,10.1007/s11831-026-10590-y,,
NEW,No match found,287,springernature,Multimodal data analysis reveals asynchronous aging dynamics across female reproductive organs,10.1038/s43587-026-01098-y,,
NEW,No match found,288,springernature,DeepSeMS: revealing the hidden biosynthetic potential of the global ocean microbiome with a large la,10.1038/s43588-026-00983-1,,
NEW,No match found,289,springernature,Discovery of candidate therapeutic targets with Geneformer,10.1038/s41596-026-01364-8,,
MERGE,DOI match: 10.1038/s41598-026-49584-y,56,springernature,A multimodal approach integrating NK cell-associated gene signatures and pathomics to predict colon ,10.1038/s41598-026-49584-y,pubmed,A multimodal approach integrating NK cell-associated gene signatures and pathomics to predict colon 
NEW,No match found,290,springernature,Pre-training genomic language model with variants for better modeling functional genomics,10.1038/s44387-026-00103-4,,
MERGE,DOI match: 10.1038/s41467-026-71364-5,61,springernature,Decoding immunotherapy response through computational modeling,10.1038/s41467-026-71364-5,pubmed,Decoding immunotherapy response through computational modeling.
MERGE,DOI match: 10.1007/s10916-026-02379-0,60,springernature,End-to-End Multimodal Multiple Instance Learning for Cancer Histopathology Classification with Dual-,10.1007/s10916-026-02379-0,pubmed,End-to-End Multimodal Multiple Instance Learning for Cancer Histopathology Classification with Dual-
MERGE,DOI match: 10.1038/s41467-026-71347-6,62,springernature,A deep learning–based digital biopsy for predicting early recurrence in gastric cancer,10.1038/s41467-026-71347-6,pubmed,A deep learning-based digital biopsy for predicting early recurrence in gastric cancer.
NEW,No match found,291,springernature,RNA-binding proteins: a comprehensive review of multifaceted regulatory mechanisms in neuroinflammat,10.1186/s12974-026-03792-5,,
MERGE,arXiv ID match: 2606.06834,107,arxiv,The Dark Regulome: Disentangling Predictability from Regulation in Genomic Foundation Models,,semantic_scholar,The Dark Regulome: Disentangling Predictability from Regulation in Genomic Foundation Models
MERGE,arXiv ID match: 2606.07676,115,arxiv,Single-Cell Cross-Modal Transfer by Adversarial Fine-Tuning of Foundation Models,,semantic_scholar,Single-Cell Cross-Modal Transfer by Adversarial Fine-Tuning of Foundation Models
MERGE,arXiv ID match: 2606.04552,225,arxiv,LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling,,semantic_scholar,LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling
MERGE,DOI match: 10.1145/3770855.3818945,90,arxiv,Prior-Guided Multi-Omic Transformers for Single-Cell Gene Regulatory Network Inference,https://doi.org/10.1145/3770855.3818945,semantic_scholar,Prior-Guided Multi-Omic Transformers for Single-Cell Gene Regulatory Network Inference
NEW,No match found,292,arxiv,Agentic Authoring of Interactive Multiview Visualizations in Genomics,,,
NEW,No match found,293,arxiv,AutoScientists: Self-Organizing Agent Teams for Long-Running Scientific Experimentation,,,
NEW,No match found,294,arxiv,AnnotateMissense: a genome-wide annotation and benchmarking framework for missense pathogenicity pre,,,
MERGE,arXiv ID match: 2605.16104,187,arxiv,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction,,semantic_scholar,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction
MERGE,arXiv ID match: 2605.15394,169,arxiv,Representation Without Reward: A JEPA Audit for LLM Fine-Tuning,,semantic_scholar,Representation Without Reward: A JEPA Audit for LLM Fine-Tuning
NEW,No match found,295,arxiv,MetaGEM: Bottom-Up Reconstruction of Genome-Scale Metabolic Networks via Deep Enzyme-Metabolite Anch,,,
MERGE,arXiv ID match: 2605.14717,99,arxiv,Towards Label-Free Single-Cell Phenotyping Using Multi-Task Learning,,semantic_scholar,Towards Label-Free Single-Cell Phenotyping Using Multi-Task Learning
NEW,No match found,296,arxiv,Set-Aggregated Genome Embeddings for Microbiome Abundance Prediction,,,
MERGE,arXiv ID match: 2605.13897,247,arxiv,Attention-Based Multimodal Survival Prediction with Cross-Modal Bilinear Fusion,,semantic_scholar,Attention-Based Multimodal Survival Prediction with Cross-Modal Bilinear Fusion
MERGE,arXiv ID match: 2605.16392,128,arxiv,Bridging the Modality Bottleneck in Pathology MIL through Virtual Molecular Staining,,semantic_scholar,Bridging the Modality Bottleneck in Pathology MIL through Virtual Molecular Staining
MERGE,arXiv ID match: 2605.08815,161,arxiv,MicroFuse: Protein-to-Genome Expert Fusion for Microbial Operon Reasoning,,semantic_scholar,MicroFuse: Protein-to-Genome Expert Fusion for Microbial Operon Reasoning
MERGE,arXiv ID match: 2605.07938,188,arxiv,Prototype Guided Post-pretraining for Single-Cell Representation Learning,,semantic_scholar,Prototype Guided Post-pretraining for Single-Cell Representation Learning
MERGE,arXiv ID match: 2604.24357,199,arxiv,DPRM: A Plug-in Doob h transform-induced Token-Ordering Module for Diffusion Language Models,,semantic_scholar,DPRM: A Plug-in Doob h transform-induced Token-Ordering Module for Diffusion Language Models
MERGE,arXiv ID match: 2604.21690,150,arxiv,Evaluating Post-hoc Explanations of the Transformer-based Genome Language Model DNABERT-2,,semantic_scholar,Evaluating Post-hoc Explanations of the Transformer-based Genome Language Model DNABERT-2
MERGE,arXiv ID match: 2604.20161,91,arxiv,SMART: A Spectral Transfer Approach to Multi-Task Learning,,semantic_scholar,SMART: A Spectral Transfer Approach to Multi-Task Learning
NEW,No match found,297,arxiv,Plausibility Is Not Prediction: Contrastive Evidence for LLM-Based Cellular Perturbation Reasoning,,,
NEW,No match found,298,arxiv,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,,
NEW,No match found,299,google_scholar,CELLama: foundation model for single cell and spatial transcriptomics by cell embedding leveraging l,,,
MERGE,Exact title match,123,google_scholar,Leveraging Large Language Models for Single-Cell Foundation Models: Gene Expression Prompting for Ce,,semantic_scholar,Leveraging Large Language Models for Single-Cell Foundation Models: Gene Expression Prompting for Ce
NEW,No match found,300,google_scholar,RegFormer: a single-cell foundation model powered by gene regulatory hierarchies,,,
MERGE,Exact title match,271,google_scholar,"Single-Cell Foundation Models: Architectures, Pretraining Strategies, and Benchmarking Challenges",,biorxiv_medrxiv,"Single-Cell Foundation Models: Architectures, Pretraining Strategies, and Benchmarking Challenges"
NEW,No match found,301,google_scholar,Two Axes in the Gene-Embedding Space of Single-Cell Foundation Models: What a Protein Language Model,,,
NEW,No match found,302,google_scholar,Illuminating cell states by a comprehensive and interpretable single cell foundation model,,,
NEW,No match found,303,google_scholar,Tabula: A tabular self-supervised foundation model for single-cell transcriptomics,,,
NEW,No match found,304,google_scholar,Foundation Models in Omics Research: A Comprehensive Survey,,,
MERGE,Exact title match,262,google_scholar,Single-cell foundation models reveal context-sensitive cancer programmes under subtype shift,,semantic_scholar,Single-cell foundation models reveal context-sensitive cancer programmes under subtype shift
NEW,No match found,305,google_scholar,A unified framework enables accessible deployment and comprehensive benchmarking of single-cell foun,,,
MERGE,Exact title match,43,google_scholar,CAPTAIN: a multimodal foundation model pretrained on co-assayed single-cell RNA and protein,,pubmed,CAPTAIN: a multimodal foundation model pretrained on co-assayed single-cell RNA and protein.
NEW,No match found,306,google_scholar,OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Langu,,,
NEW,No match found,307,google_scholar,CellVerse: Do Large Language Models Really Understand Cell Biology?,,,
NEW,No match found,308,google_scholar,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,,
NEW,No match found,309,google_scholar,Benchmarking zero-shot single-cell foundation model embeddings for cellular dynamics reconstruction,,,
NEW,No match found,310,google_scholar,Systematic evaluation of single-cell foundation model interpretability reveals attention captures co,,,
MERGE,Exact title match,182,google_scholar,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language",,semantic_scholar,"SciCore-Omics: a tri-modal foundation model unifying histology, spatial transcriptomics and language"
NEW,No match found,311,google_scholar,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,,,
NEW,No match found,312,google_scholar,Multimodal foundation transformer models for multiscale genomics,,,
NEW,No match found,313,google_scholar,Large-Scale Benchmarking of Gene and Expression Encoding Strategies for Single-Cell Foundation Model,,,
NEW,No match found,314,google_scholar,From foundation models to autonomous agents in biology,,,
NEW,No match found,315,google_scholar,From modality-specific to compositional foundation models for cell biology,,,
NEW,No match found,316,google_scholar,Harnessing the power of single-cell large language models with parameter-efficient fine-tuning using,,,
NEW,No match found,317,google_scholar,Generative single-cell transcriptomics via large language models,,,
NEW,No match found,318,google_scholar,When Biology Meets Medicine: A Perspective on Foundation Models,,,
NEW,No match found,319,google_scholar,Species-specific small models for cell type classification approach the performance of large single ,,,
NEW,No match found,320,google_scholar,scpFormer: A Foundation Model for Unified Representation and Integration of the Single-Cell Proteomi,,,
NEW,No match found,321,google_scholar,How different AI models understand cells differently,,,
NEW,No match found,322,google_scholar,Genes Are Not Words: Dependency-Aware Masking for Single-Cell Foundation Models,,,
NEW,No match found,323,google_scholar,A Generalizable Transformer Framework for Gene Regulatory Network Inference from Single‐Cell Transcr,,,
NEW,No match found,324,google_scholar,evoCancerGPT: Generating Zero-Shot Single-Cell and Single-Sample Cancer Progression Through Transfer,,,
MERGE,Exact title match,94,google_scholar,A Multi-modal LLM-Knowledge Fusion Framework for Predicting Single-cell Genetic Perturbation Effects,,semantic_scholar,A Multi-modal LLM-Knowledge Fusion Framework for Predicting Single-cell Genetic Perturbation Effects
NEW,No match found,325,google_scholar,Scaling and quantization of large-scale foundation model enables resource-efficient predictions in n,,,
MERGE,Exact title match,157,google_scholar,scConcept enables concept-level exploration of single-cell transcriptomic data,,semantic_scholar,scConcept enables concept-level exploration of single-cell transcriptomic data
NEW,No match found,326,google_scholar,CLM-access: A Specialized Foundation Model for High-dimensional Single-cell ATAC-seq analysis,,,
MERGE,Exact title match,207,google_scholar,scDynOmics: An Optimized Transformer Model for Representation Learning from Single-Cell Multiomics,,semantic_scholar,scDynOmics: An Optimized Transformer Model for Representation Learning from Single-Cell Multiomics
MERGE,Exact title match,298,google_scholar,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,arxiv,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning
MERGE,Exact title match,290,google_scholar,Pre-training genomic language model with variants for better modeling functional genomics,,springernature,Pre-training genomic language model with variants for better modeling functional genomics
NEW,No match found,327,google_scholar,What Do Biological Foundation Models Compute? Sparse Autoencoders from Feature Recovery to Mechanist,,,
NEW,No match found,328,google_scholar,Single-cell phenotype-associated subpopulation identification via transfer foundation model and stat,,,
NEW,No match found,329,google_scholar,Representation learning of single-cell RNA-seq data,,,
NEW,No match found,330,google_scholar,VGL: Vision-Gene-Language multimodal LLM integrating histopathology and gene expression for cell typ,,,
NEW,No match found,331,google_scholar,scChat: A large language model‐powered co‐pilot for contextualized single‐cell RNA sequencing analys,,,
NEW,No match found,332,google_scholar,Leveraging artificial intelligence and large language models for cancer immunotherapy,,,
NEW,No match found,333,google_scholar,Parameter-free representations outperform single-cell foundation models on downstream benchmarks,,,
NEW,No match found,334,google_scholar,A transcriptomics-native foundation model for universal cell representation and virtual cell synthes,,,
NEW,No match found,335,google_scholar,GSFM: A gene set foundation model pre-trained on a massive collection of diverse gene sets,,,
NEW,No match found,336,google_scholar,ChromFound: Towards A Universal Foundation Model for Single-Cell Chromatin Accessibiltiy Data,,,
NEW,No match found,337,google_scholar,FLAG: Foundation model representation with Latent diffusion Alignment via Graph for spatial gene exp,,,
MERGE,Exact title match,152,google_scholar,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization ,,semantic_scholar,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization 
NEW,No match found,338,google_scholar,EVA: Towards a universal model of the immune system,,,
NEW,No match found,339,google_scholar,AICellType: a large language model-based platform for accurate cell type annotation,,,
NEW,No match found,340,google_scholar,scLong: A billion-parameter foundation model for capturing long-range gene context in single-cell tr,,,
NEW,No match found,341,google_scholar,RNA foundation models enable generalizable endometriosis disease classification and stable gene-leve,,,
NEW,No match found,342,google_scholar,Beyond Representation: AI in Cellular Discovery,,,
NEW,No match found,343,google_scholar,Cell-JEPA: Latent Representation Learning for Single-Cell Transcriptomics,,,
NEW,No match found,344,google_scholar,Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models,,,
NEW,No match found,345,google_scholar,Deep learning for psychiatric genomics: from tools to applications,,,
MERGE,Exact title match,223,google_scholar,CellxPert: Inference-Time MCMC Steering of a Multi-Omics Single-Cell Foundation Model for In-Silico ,,semantic_scholar,CellxPert: Inference-Time MCMC Steering of a Multi-Omics Single-Cell Foundation Model for In-Silico 
NEW,No match found,346,google_scholar,Foundation models improve perturbation response prediction,,,
NEW,No match found,347,google_scholar,X-cell: Scaling causal perturbation prediction across diverse cellular contexts via diffusion langua,,,
NEW,No match found,348,google_scholar,Generalist biological artificial intelligence in modeling the language of life,,,
MERGE,Exact title match,50,google_scholar,Cell type annotation for scATAC-seq via DNA large language model and graph domain adaptation,,pubmed,Cell type annotation for scATAC-seq via DNA large language model and graph domain adaptation.
NEW,No match found,349,google_scholar,Predicting drug responses of unseen cell types through transfer learning with foundation models,,,
NEW,No match found,350,google_scholar,ELISA: An Interpretable Hybrid Generative AI Agent for Expression-Grounded Discovery in Single-Cell ,,,
NEW,No match found,351,google_scholar,Towards Universal Gene Regulatory Network Inference: Unlocking Generalizable Regulatory Knowledge in,,,
NEW,No match found,352,google_scholar,ST-Align: Multi-Scale Image-Gene Foundation Modeling for Spatial Transcriptomics via Spot-Niche Alig,,,
NEW,No match found,353,google_scholar,Diffusion-based Representation Integration for Foundation Models Improves Spatial Transcriptomics An,,,
NEW,No match found,354,google_scholar,SC-Arena: A Natural Language Benchmark for Single-Cell Reasoning with Knowledge-Augmented Evaluation,,,
NEW,No match found,355,google_scholar,CellBench-LS: Benchmark Evaluation of Single-cell Foundation Models for Low-supervision Scenarios,,,
NEW,No match found,356,google_scholar,Multimodal foundation models in colorectal cancer: from prediction to trustworthy clinical insight,,,
NEW,No match found,357,google_scholar,OmniCellTOSG: The First Cell Text-Omic Signaling Graphs Dataset for Graph Language Foundation Modeli,,,
NEW,No match found,358,google_scholar,ScDiVa: Masked Discrete Diffusion for Joint Modeling of Single-Cell Identity and Expression,,,
NEW,No match found,359,google_scholar,Evaluation protocol choices dominate reported performance in gene regulatory network benchmarks for ,,,
NEW,No match found,360,google_scholar,On Using Large Language Models to Understand the Language of Life,,,
NEW,No match found,361,google_scholar,scGPT: end-to-end protocol for fine-tuned retinal cell type annotation,,,
NEW,No match found,362,google_scholar,Personalized gene expression prediction in the era of deep learning: a review,,,
NEW,No match found,363,google_scholar,Large language models for bioinformatics,,,
MERGE,Exact title match,126,google_scholar,Ai for scientific discovery in omics data-driven precision medicine,,semantic_scholar,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.
NEW,No match found,364,google_scholar,CeLLTra: aligning cell names with gene expression via a pathway-informed transformer,,,
NEW,No match found,365,google_scholar,"Generative Artificial Intelligence for Biology: Toward Unifying Models, Algorithms, and Modalities",,,
NEW,No match found,366,google_scholar,Multi-Dimensional Spectral Geometry of Biological Knowledge in Single-Cell Transformer Representatio,,,
NEW,No match found,367,google_scholar,Towards spatial transcriptomics-driven pathology foundation models,,,
MERGE,Exact title match,71,google_scholar,Cell-o1           : training LLMs to solve single-cell reasoning puzzles with reinforcement learning,,scopus,Cell-o1: training LLMs to solve single-cell reasoning puzzles with reinforcement learning
NEW,No match found,368,google_scholar,TranscriptFormer: A generative cell atlas across 1.5 billion years of evolution,,,
NEW,No match found,369,google_scholar,Discovery of a Hematopoietic Manifold in scGPT Yields a Method for Extracting Performant Algorithms ,,,
NEW,No match found,370,google_scholar,Foundation models in healthcare: a comprehensive review from technical advances to clinical translat,,,
MERGE,Exact title match,31,google_scholar,"Artificial Intelligence in genomics: a comprehensive survey of methods, resources, challenges, and p",,pubmed,"Artificial Intelligence in genomics: a comprehensive survey of methods, resources, challenges, and p"
NEW,No match found,371,google_scholar,ST-LLM: Spatial Transcriptomics Embedding with Large Language Models,,,
NEW,No match found,372,google_scholar,"Decoding Gene Enhancers with DNA Language Models: A Survey of Methods, Limitations, and Prospects",,,
NEW,No match found,373,google_scholar,ELISA: A Generative AI Agent for Expression Grounded Discovery in Single-Cell Genomics,,,
NEW,No match found,374,google_scholar,Systematic benchmarking of foundation models and classical baselines for microbiome-based disease pr,,,
NEW,No match found,375,google_scholar,Generative AI in Life Sciences: Concepts and Applications from Molecules to Medicine,,,
NEW,No match found,376,google_scholar,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,,
NEW,No match found,377,google_scholar,Gfetm: Genome foundation-based embedded topic model for scatac-seq modeling,,,
NEW,No match found,378,google_scholar,MambaCell: A Self-Supervised Mamba Framework for Multi-Task Cell Representation Learning,,,
NEW,No match found,379,google_scholar,MAT-Cell: A Multi-Agent Tree-Structured Reasoning Framework for Batch-Level Single-Cell Annotation,,,
NEW,No match found,380,google_scholar,scGeneScope: A treatment-matched single cell imaging and transcriptomics dataset and benchmark for t,,,
NEW,No match found,381,google_scholar,A Transcriptomic Benchmark for Foundation Models in Immunology and Inflammation Drug Development,,,
NEW,No match found,382,google_scholar,Scouter predicts transcriptional responses to genetic perturbations with large language model embedd,,,
NEW,No match found,383,google_scholar,Tackling the complexity of cancer with generative models,,,
NEW,No match found,384,google_scholar,Large language models in radiogenomics: a comprehensive survey of applications from imaging to genet,,,
NEW,No match found,385,google_scholar,A Comprehensive Review of Multimodal Large Language Models for Medical Imaging and Omics Data,,,
NEW,No match found,386,google_scholar,ChromBERT: A foundation model for learning interpretable representations for context-specific transc,,,
NEW,No match found,387,google_scholar,CellMaster: Collaborative Cell Type Annotation in Single-Cell Analysis,,,
MERGE,Exact title match,19,google_scholar,mmContext: an open framework for multimodal contrastive learning of omics and text data,,pubmed,mmContext: an open framework for multimodal contrastive learning of omics and text data.
NEW,No match found,388,google_scholar,"Better Models, Faster Training: Sigmoid Attention for single-cell Foundation Models",,,
NEW,No match found,389,google_scholar,Artificial Intelligence in Genomics,,,
NEW,No match found,390,google_scholar,EnrichGT: a comprehensive R-based tool for functional genomics enrichment analysis based on large la,,,
NEW,No match found,391,google_scholar,"Foundation Models in Cancer Pathology: Techniques, Applications, and Future Directions",,,
NEW,No match found,392,google_scholar,Jepa-dna: Grounding genomic foundation models through joint-embedding predictive architectures,,,
NEW,No match found,393,google_scholar,Complementary Foundation Model Distillation for Missing Modal-ity Imputation in Structured Biologica,,,
NEW,No match found,394,google_scholar,AI-driven drug discovery: Focus on targets for solid tumors,,,
NEW,No match found,395,google_scholar,What Topological and Geometric Structure Do Biological Foundation Models Learn? Evidence from 141 Hy,,,
NEW,No match found,396,google_scholar,Central Dogma Transformer: Towards Mechanism-Oriented AI for Cellular Understanding,,,
NEW,No match found,397,google_scholar,Pantheonos: An evolvable multi-agent framework for automatic genomics discovery,,,
NEW,No match found,398,google_scholar,Future Directions and Emerging Opportunities,,,
MERGE,Exact title match,238,google_scholar,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,,semantic_scholar,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation
MERGE,Exact title match,266,google_scholar,The next paradigm in bioinformatics: a review of multi-agent systems and foundational models for end,,semantic_scholar,The next paradigm in bioinformatics: a review of multi-agent systems and foundational models for end
NEW,No match found,399,google_scholar,EssTFNet: Integration of Adaptive Time–Frequency and DNA Language Models for Interpretable Human Ess,,,
NEW,No match found,400,google_scholar,AI Methods in Genomic Analysis,,,
NEW,No match found,401,google_scholar,A foundation model of cancer genotype enables precise predictions of therapeutic response,,,
NEW,No match found,402,google_scholar,JanusDNA: a powerful bi-directional hybrid DNA foundation model,,,
NEW,No match found,403,google_scholar,A comprehensive survey of genome language models in bioinformatics,,,
NEW,No match found,404,google_scholar,CellTarNet: Single-Cell Perturbation Prediction using Transformer based Normalizing Flow,,,
MERGE,Exact title match,46,google_scholar,Generative AI-assisted Bayesian-frequentist Hybrid Inference in Single-cell RNA Sequencing Analysis ,,pubmed,Generative AI-assisted Bayesian-frequentist Hybrid Inference in Single-cell RNA Sequencing Analysis 
NEW,No match found,405,google_scholar,Benchmarking algorithms for generalizable single-cell perturbation response prediction,,,
