record_id,candidate_id,source_corpus,title,status,section_count,missing_targets,rejected_full_document_sections,data_source_headings,input_representation_headings,data_source_chars,input_representation_chars,selected_full_text_sections_chars,provenance_unresolved,graph_summary
full_2026-07-06__rec_003129,full_2026-07-06__rec_003129,uncertain,BioArc: Discovering Optimal Neural Architectures for Biological Foundation Models,ok,1,,0,4. Experiment > 4.1. Settings and baselines,,1795,0,1876,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/full_2026-07-06__rec_003129/screening_evidence_summary.json
full_2026-07-06__rec_003213,full_2026-07-06__rec_003213,include,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records,ok,1,,0,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records > METHODS > Data preparation for LLM processing,,822,0,1008,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/full_2026-07-06__rec_003213/screening_evidence_summary.json
full_2026-07-06__rec_003328,full_2026-07-06__rec_003328,uncertain,MAMMAL--Molecular Aligned Multi-Modal Architecture and Language,ok,2,,0,Appendix C Pretraining Details > C.2 Hyperparameters > C.3 Datasets,3 Methods > 3.1 MAMMAL Architecture > Flexible Multi-Domain Structured Prompts,2756,1202,4146,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/full_2026-07-06__rec_003328/screening_evidence_summary.json
full_2026-07-06__rec_003629,full_2026-07-06__rec_003629,include,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,ok,2,,0,Introduction 41,GEMGen Training,5483,4996,10552,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/full_2026-07-06__rec_003629/screening_evidence_summary.json
full_2026-07-06__rec_003947,full_2026-07-06__rec_003947,uncertain,CLIP-IT: CLIP-based Pairing of Histology Images with Privileged Textual Information,ok,2,,0,4. Results and Discussion > 4.1. Experimental Methodology,Abstract,1681,1639,3428,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/full_2026-07-06__rec_003947/screening_evidence_summary.json
june_update_2026-06-10__rec_000194,june_update_2026-06-10__rec_000194,include,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,ok,2,,0,3 Experiments > 3.1 Pretraining and Evaluation on Variant Annotation,2 Bio-BLIP Model > 2.2 Pretraining Regime.,8141,6811,15105,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_08/june_update_2026-06-10__rec_000194/screening_evidence_summary.json
full_2026-07-06__rec_000313,full_2026-07-06__rec_000313,include,GENA-LM: a family of open-source foundational DNA language models for long sequences.,ok,2,,0,Materials and methods > Genomic datasets for language model pre-training > Sequence tokenization,Materials and methods > GENA-LM fine-tuning with recurrent memory,796,3515,4515,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_000313/screening_evidence_summary.json
full_2026-07-06__rec_000405,full_2026-07-06__rec_000405,uncertain,Multimodal Learning for Mapping the Genotype-Phenotype Dynamics.,ok,2,,0,5 Date availability,4 Methods > 4.3 Multi-Task Learning: Integrating Genotype and Phenotype,688,2005,2826,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_000405/screening_evidence_summary.json
full_2026-07-06__rec_000915,full_2026-07-06__rec_000915,include,'Bingo' - a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data,ok,2,,0,'Bingo'-a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data > RESULTS > Curated datasets obtained,'Bingo'-a large language model- and graph neural network-based workflow for the prediction of essential genes from protein data > MATERIALS AND METHODS > The 'Bingo' methodology,433,8466,9284,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_000915/screening_evidence_summary.json
full_2026-07-06__rec_001381,full_2026-07-06__rec_001381,include,Language-Enhanced Representation Learning for Single-Cell Transcriptomics,ok,2,,0,3 Method > 3.1 Large Scale and Multi-Source Cell-Text Data Collection,3 Method > 3.3 Comprehensive Cell-Text Alignment > 3.3.2 Cross-Modal Pre-training for Cell-Text Integration,1223,3218,4660,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_001381/screening_evidence_summary.json
full_2026-07-06__rec_001676,full_2026-07-06__rec_001676,include,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,ok,2,,0,E.: Assets > E.1. Datasets,5. Experiments > 5.1. Pre-training,365,2123,2591,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_001676/screening_evidence_summary.json
full_2026-07-06__rec_002254,full_2026-07-06__rec_002254,uncertain,Ctrl-DNA: Controllable Cell-Type-Specific Regulatory DNA Design via Constrained RL,ok,2,,0,4 Experiments > 4.1 Experimental Setup,3 Methods > 3.1 Problem Formulation,2688,1532,4336,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_002254/screening_evidence_summary.json
full_2026-07-06__rec_002304,full_2026-07-06__rec_002304,include,"Genolator: A Multimodal Large Language Model Fusing Natural Language, Genomic, and Structural Tokens for Protein Function Interpretation",ok,2,,0,5. Methods: > Construction of Custom QA Datasets:,5. Methods: > Multimodal Projection into the Llama Embedding Space:,4196,1880,6235,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_002304/screening_evidence_summary.json
full_2026-07-06__rec_003141,full_2026-07-06__rec_003141,uncertain,Bidirectional mamba for single-cell data: Efficient context learning with biological fidelity,ok,2,,0,GeneMamba: Efficient and Effective Foundation Model on Single Cell Data > 4. Experiments > Pretraining Dataset Construction,GeneMamba: Efficient and Effective Foundation Model on Single Cell Data > 5. Conclusion,2899,672,3824,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_003141/screening_evidence_summary.json
full_2026-07-06__rec_003214,full_2026-07-06__rec_003214,include,Biomedgpt: Open multimodal generative pre-trained transformer for biomedicine,ok,2,,0,"3 BioMedGPT-10B: Aligning Molecules, Proteins, and Natural Language > 3.1 BioMedGPT-LM-7B: Incremental training on large-scale biomedical literature",2 An Overview of BioMedGPT,1922,2919,5058,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_003214/screening_evidence_summary.json
full_2026-07-06__rec_003344,full_2026-07-06__rec_003344,uncertain,Single-cell exploration in natural language,ok,1,,0,Single-cell exploration in natural language > Subjects,,1952,0,2044,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_003344/screening_evidence_summary.json
full_2026-07-06__rec_003641,full_2026-07-06__rec_003641,include,Generating and decoding methylated DNA with a Human Epigenetic Foundation Model,ok,2,,0,2 THE PLEIADES MODEL SERIES > 2.3 PRETRAINING,2 THE PLEIADES MODEL SERIES > 2.2 ALIGNMENT EMBEDDINGS,804,1716,2662,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_003641/screening_evidence_summary.json
full_2026-07-06__rec_003954,full_2026-07-06__rec_003954,uncertain,"Advancing Cancer Prognosis with Hierarchical Fusion of Genomic, Proteomic and Pathology Imaging Data from a Systems Biology Perspective",ok,2,,0,4. Experiments > 4.1. Datasets and Evaluation Metrics,3. Method > 3.3. Feature Extraction > 3.3.2. Genomic Embeddings,1581,1388,3128,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/full_2026-07-06__rec_003954/screening_evidence_summary.json
june_update_2026-06-10__rec_000246,june_update_2026-06-10__rec_000246,include,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,ok,2,,0,A Appendix > A.2.1 Human Cell Atlas,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning > Abstract,343,2398,2905,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_09/june_update_2026-06-10__rec_000246/screening_evidence_summary.json
full_2026-07-06__rec_000323,full_2026-07-06__rec_000323,include,L2G: Repurposing Language Models for Genomics Tasks.,ok,2,,0,L2G: Repurposing Language Models for Genomics Tasks > Results > L2G matches or outperforms fine-tuned genomic FMs,L2G: Repurposing Language Models for Genomics Tasks > Methods > Embedder,3705,1714,5647,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_000323/screening_evidence_summary.json
full_2026-07-06__rec_000483,full_2026-07-06__rec_000483,uncertain,EpiGePT: a Pretrained Transformer model for epigenomics.,ok,2,,0,Methods > TF module,Methods > Acknowledgments > Figure 1 781,732,812,1646,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_000483/screening_evidence_summary.json
full_2026-07-06__rec_000939,full_2026-07-06__rec_000939,include,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures,ok,2,,0,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures > Materials and methods > Dataset pre-processing > Dataset used for training,GexMolGen: cross-modal generation of hit-like molecules via large language model encoding of gene expression signatures > Materials and methods > Overview of GexMolGen,1619,2670,4695,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_000939/screening_evidence_summary.json
full_2026-07-06__rec_001391,full_2026-07-06__rec_001391,include,MAMMAL - Molecular Aligned Multi-Modal Architecture and Language,ok,2,,0,3 Methods > 3.4 Pretraining,3 Methods > 3.2 Entity Representation,649,899,1655,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_001391/screening_evidence_summary.json
full_2026-07-06__rec_001683,full_2026-07-06__rec_001683,include,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,ok,2,,0,4 EXPERIMENTS > 4.1 DATASETS,3 METHOD > 3.4 FINE-TUNING FOR FORECASTING AND CLASSIFICATION,2420,1691,4243,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_001683/screening_evidence_summary.json
full_2026-07-06__rec_001719,full_2026-07-06__rec_001719,uncertain,scFormer: A Universal Representation Learning Approach for Single-Cell Data Using Transformers,ok,2,,0,1 INTRODUCTION,3 METHODS > 3.1 INPUT EMBEDDINGS,3489,4006,7584,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_001719/screening_evidence_summary.json
full_2026-07-06__rec_002287,full_2026-07-06__rec_002287,uncertain,Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,ok,2,,0,4 Methods > 4.2 Training Data Curation > 4.2.1 LLM-enriched Textual Corpus Curation,2 Results > 2.1 Method Overview > 2.1.1 Model Architecture,4083,928,5195,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_002287/screening_evidence_summary.json
full_2026-07-06__rec_002327,full_2026-07-06__rec_002327,include,OmniNA: A foundation model for nucleotide sequences,ok,1,,0,Methods Data processing for OmniNA pre-training,,926,0,1011,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_002327/screening_evidence_summary.json
full_2026-07-06__rec_002969,full_2026-07-06__rec_002969,include,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks,ok,2,,1,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks > Methods > Data preprocessing,RiNALMo: general-purpose RNA language models can generalize well on structure prediction tasks > Results > General-purpose RNA language model,991,4338,5638,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_002969/screening_evidence_summary.json
full_2026-07-06__rec_003156,full_2026-07-06__rec_003156,uncertain,Generative pretraining from large-scale transcriptomes for single-cell deciphering,ok,2,,0,Article > Generative pretraining from large-scale transcriptomes for single-cell deciphering > SUMMARY,Article > RESULTS > An overview of tGPT and its downstream applications,1101,1302,2619,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_003156/screening_evidence_summary.json
full_2026-07-06__rec_003274,full_2026-07-06__rec_003274,include,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction,ok,2,,0,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction > Methods > Dataset and processing,Clinically aligned multi-modal image-text model for pan-cancer prognosis prediction > Methods > Overview of CALM,3122,359,3754,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_003274/screening_evidence_summary.json
full_2026-07-06__rec_003349,full_2026-07-06__rec_003349,uncertain,Actionable Gene Expression Cell Profiling with Foundation Models,ok,1,,0,Chapter 2 Related Work > 2.4 Foundation Models in scRNA-Seq > 2.4.3 Universal Cell Embedding > Model Architecture and Training,,1442,0,1606,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_003349/screening_evidence_summary.json
full_2026-07-06__rec_003726,full_2026-07-06__rec_003726,include,Temporal AI model predicts drivers of cell state trajectories across human aging,ok,2,,0,Temporal AI model predicts drivers of cell state trajectories across human aging > Pseudotime trajectory training data,Temporal AI model predicts drivers of cell state trajectories across human aging > MaxToki architecture and pretraining,2551,6501,9332,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/full_2026-07-06__rec_003726/screening_evidence_summary.json
june_update_2026-06-10__rec_000248,june_update_2026-06-10__rec_000248,include,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,ok,2,,0,4 EXPERIMENTS AND RESULTS > 4.1 EXPERIMENTAL SETUP > 4.1.1 DATASET CONSTRUCTION,3 METHODOLOGY,1480,8782,10397,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_10/june_update_2026-06-10__rec_000248/screening_evidence_summary.json
full_2026-07-06__rec_000329,full_2026-07-06__rec_000329,include,RNA language models predict mutations that improve RNA function.,ok,2,,0,RNAlanguagemodelspredictmutationsthat improve RNA function > Results > Mapping optimal growth temperatures to GTDB reference genomes,RNAlanguagemodelspredictmutationsthat improve RNA function > Methods > RNA language model pretraining and fi netuning on hyperthermophilic sequences,3090,3841,7254,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_000329/screening_evidence_summary.json
full_2026-07-06__rec_000696,full_2026-07-06__rec_000696,uncertain,Deciphering enzymatic potential in metagenomic reads through DNA language models,ok,2,,0,Materials and methods > Data,Materials and methods > Training,1042,824,1969,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_000696/screening_evidence_summary.json
full_2026-07-06__rec_000950,full_2026-07-06__rec_000950,include,Illuminating protein space with a programmable generative model,ok,2,,0,Article > Data availability,Illuminating protein space with a programmable generative model,560,10664,11357,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_000950/screening_evidence_summary.json
full_2026-07-06__rec_001431,full_2026-07-06__rec_001431,include,BIOFORMERS: A SCALABLE FRAMEWORK FOR EXPLORING BIOSTATES USING TRANSFORMERS,ok,1,,0,BIOFORMERS: A SCALABLE FRAMEWORK FOR EXPLORING BIOSTATES USING TRANSFORMERS > 2 Methods,,1461,0,1586,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_001431/screening_evidence_summary.json
full_2026-07-06__rec_001687,full_2026-07-06__rec_001687,include,CaLMFlow: Volterra Flow Matching using Causal Language Models,ok,2,,0,5 EXPERIMENTS > 5.2 SINGLE-CELL GENERATION,1 INTRODUCTION,14925,3861,18885,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_001687/screening_evidence_summary.json
full_2026-07-06__rec_001774,full_2026-07-06__rec_001774,uncertain,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,ok,2,,0,4 Empirical Evaluation > 4.4 Audio Modeling and Generation > 4.4.1 Long-Context Autoregressive Pretraining,E Experimental Details and Additional Results > E.4 Audio Details > E.4.1 YouTubeMix Audio Pretraining,1217,3137,4605,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_001774/screening_evidence_summary.json
full_2026-07-06__rec_002329,full_2026-07-06__rec_002329,uncertain,Biologically-Informed Hybrid Membership Inference Attacks on Generative Genomic Models,ok,2,,0,Biologically-Informed Hybrid Membership Inference Attacks on Generative Genomic Models > Methods > Data and Preprocessing,Biologically-Informed Hybrid Membership Inference Attacks on Generative Genomic Models > Privacy in Genomics > Biologically-Informed Hybrid Membership Inference,757,2273,3354,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_002329/screening_evidence_summary.json
full_2026-07-06__rec_002339,full_2026-07-06__rec_002339,include,A Phylogenetic Approach to Genomic Language Modeling,ok,1,,0,3.1 Training Data,,1582,0,1637,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_002339/screening_evidence_summary.json
full_2026-07-06__rec_003007,full_2026-07-06__rec_003007,include,VCWorld: A Biological World Model for Virtual Cell Simulation,ok,2,,0,B EXPERIMENT DETAILS > B.7 KNOWLEDGE GRAPH-TO-TEXT PIPELINE FOR PROMPT GENERATION > B.7.1 DATA INTEGRATION AND PRE-PROCESSING,3 METHOD > 3.1 TASK FORMULATION,630,2042,2871,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_003007/screening_evidence_summary.json
full_2026-07-06__rec_003185,full_2026-07-06__rec_003185,uncertain,Enhancing generative perturbation models with llm-informed gene embeddings,ok,2,,0,3 RESULTS > 3.2 LLM-INFORMED PERTURBATION MODELS IMPROVE STATE-OF-THE-ART,1 INTRODUCTION,7015,6166,13311,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_003185/screening_evidence_summary.json
full_2026-07-06__rec_003343,full_2026-07-06__rec_003343,include,Toward learning a foundational representation of cells and genes,ok,2,,0,E GSM-8K in GPT-4 training,GPT-4 Technical Report > Abstract,793,875,1770,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_003343/screening_evidence_summary.json
full_2026-07-06__rec_003361,full_2026-07-06__rec_003361,uncertain,LangCell: Language-Cell 737 Pre-training for Cell Identity Understanding,ok,2,,0,LangCell: Language-Cell Pre-training for Cell Identity Understanding > 1. Introduction,Appendix > D.1. Pre-training Data,8166,4926,13254,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_003361/screening_evidence_summary.json
full_2026-07-06__rec_003848,full_2026-07-06__rec_003848,include,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scRNA-seq and scATAC-seq analysis,ok,2,,0,CLM-X,2 Results > 2.1 Overview of CLM-X,5120,4801,10002,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/full_2026-07-06__rec_003848/screening_evidence_summary.json
june_update_2026-06-10__rec_000308,june_update_2026-06-10__rec_000308,include,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross …,ok,1,,0,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive BiFormer-GPT architecture and curriculum learning with cross-domain gener alization > Results > Performance of infer ence stages > Reconstruction accuracy and latent consistency in unsupervised pre-training,,583,0,927,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_11/june_update_2026-06-10__rec_000308/screening_evidence_summary.json
full_2026-07-06__rec_000347,full_2026-07-06__rec_000347,include,Protein Set Transformer: A protein-based genome language model to power high diversity viromics.,ok,2,,0,Article > Protein Set Transformer: A protein-based genome language model to power high diversity viromics > Tuning the vPST using a modified Leave-One-Taxon-Out cross validation strategy,Article > Protein Set Transformer: A protein-based genome language model to power high diversity viromics > Abstract,2844,1157,4346,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_000347/screening_evidence_summary.json
full_2026-07-06__rec_000711,full_2026-07-06__rec_000711,uncertain,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks,ok,2,,2,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks > Online content > Methods > Data curation,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks > Online content > Methods > Tokenization,1624,1507,3425,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_000711/screening_evidence_summary.json
full_2026-07-06__rec_001074,full_2026-07-06__rec_001074,include,BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,ok,2,,0,4 Datasets,3 BioReason Model,5522,5532,11124,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_001074/screening_evidence_summary.json
full_2026-07-06__rec_001436,full_2026-07-06__rec_001436,include,Predicting evolutionary rate as a pretraining task improves genome language model representations,ok,2,,0,3. The Gamba models > 3.3. Pretraining data,1. Introduction > Predicting evolutionary rate improves genome language models,1293,653,2110,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_001436/screening_evidence_summary.json
full_2026-07-06__rec_001700,full_2026-07-06__rec_001700,include,Semantic mining of functional de novo genes from a genomic language model,ok,2,,0,Article > Methods > Evo 1.5 pretraining,Article,1960,16053,18102,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_001700/screening_evidence_summary.json
full_2026-07-06__rec_001784,full_2026-07-06__rec_001784,uncertain,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction,ok,2,,0,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction > TABLE AND FIGURES LEGENDS,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction > The SpliceBERT model,4275,3681,8262,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_001784/screening_evidence_summary.json
full_2026-07-06__rec_002357,full_2026-07-06__rec_002357,include,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,ok,2,,0,4 Methods > 4.2 Dataset details > 4.2.1 pretraining dataset,4 Methods > 4.1 Model details > 4.1.1 tokenization,1559,1181,2892,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_002357/screening_evidence_summary.json
full_2026-07-06__rec_002405,full_2026-07-06__rec_002405,uncertain,Coalescence and Translation,ok,1,,1,Coalescence and translation: A language model for population genetics > Materials and Methods,,24338,0,24469,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_002405/screening_evidence_summary.json
full_2026-07-06__rec_003008,full_2026-07-06__rec_003008,include,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,ok,1,,0,4 Experimental Setup > 4.1 Datasets and Tasks,,1818,0,1901,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_003008/screening_evidence_summary.json
full_2026-07-06__rec_003191,full_2026-07-06__rec_003191,uncertain,Engineering Cells Using Artificial Intelligence,ok,1,,0,II. HISTORY & BACKGROUND > A. Preliminaries: -,,1141,0,1225,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_003191/screening_evidence_summary.json
full_2026-07-06__rec_003348,full_2026-07-06__rec_003348,include,scgpt: Towards building a foundation model for single-cell multi-omics using generative ai. bioRxiv,ok,2,,0,5 Context-specific pre-training and its influence on integration performance,11 Comparison to existing approaches,3983,4865,9003,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_003348/screening_evidence_summary.json
full_2026-07-06__rec_003434,full_2026-07-06__rec_003434,uncertain,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,ok,2,,0,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity > Abstract,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity > Introduction,1361,4047,5645,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_003434/screening_evidence_summary.json
full_2026-07-06__rec_003852,full_2026-07-06__rec_003852,include,A Generative Foundation Model for Multimodal Histopathology,ok,2,,0,A Generative Foundation Model for Multimodal Histopathology > Online Methods > Pretraining Datasets,A Generative Foundation Model for Multimodal Histopathology > Introduction,735,5160,6111,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/full_2026-07-06__rec_003852/screening_evidence_summary.json
june_update_2026-06-10__rec_000350,june_update_2026-06-10__rec_000350,include,OmniGene-4: a unified bio-language MoE model with router-level interpretability,ok,2,,0,OmniGene-4: A Unified Bio-Language MoE Model with Router-Level Interpretability > Abstract,2 Methods > 2.3 Continued pretraining (CPT) > 2.3.1 Data,3090,1226,4505,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_12/june_update_2026-06-10__rec_000350/screening_evidence_summary.json
full_2026-07-06__rec_000401,full_2026-07-06__rec_000401,include,A 5' UTR Language Model for Decoding Untranslated Regions of mRNA and Function Predictions.,ok,2,,0,Methods > Overview of UTR-LM,Methods > Architecture and pre-training of UTR-LM,2800,3308,6228,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_000401/screening_evidence_summary.json
full_2026-07-06__rec_000720,full_2026-07-06__rec_000720,uncertain,A foundation language model to decipher diverse regulation of RNAs,ok,2,,0,A foundation language model to decipher diverse regulation of RNAs > Pretraining dataset,A foundation language model to decipher diverse regulation of RNAs > Methods > Model architecture,3050,1457,4735,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_000720/screening_evidence_summary.json
